"Player","Season","DepthTeam","DepthPos","Madden.Rating","ReservePos","PosFFA","fantPts_est","fantPts_IDPG","fantPts_FFTODAY","fantPts_FFA","fantPts_FDATA","fantPts_agg","fantPts"
"Lestar Jean",2012,"Hou","LWR",64,NA,"WR",5.82663145863273,NA,49.9,66.76,NA,26.1377543057552,24.1
"Dane Sanzenbacher",2013,"Cin","LWR",65,NA,"WR",29.5433963227611,NA,NA,19.32,NA,26.1355975485074,9.1
"Nate Byham",2010,"Sfo","TE",63,NA,NA,26.1245223341029,NA,NA,NA,NA,26.1245223341029,5.2
"Trent Taylor",2017,"Sfo","LWR",70,NA,"WR",19.7652671751113,NA,27.6,38.8125,35.7,26.1143447834076,76.5
"Marqueston Huff",2018,"Dal","FS",67,NA,"DB",26.1058698157376,NA,NA,NA,NA,26.1058698157376,NA
"Stefon Diggs",2015,"Min","LWR",71,NA,"WR",28.3466437373625,NA,NA,21.5959285714286,13.9,26.0964053487179,123.3
"Anthony Firkser",2018,"Ten","TE",69,NA,NA,26.0853668177769,NA,NA,NA,NA,26.0853668177769,NA
"Greg Ward",2018,"Phi","SWR",69,NA,"WR",26.0853668177769,NA,NA,NA,NA,26.0853668177769,NA
"Timothy White",2018,"Bal","SWR",55,NA,"WR",26.0853668177769,NA,NA,NA,NA,26.0853668177769,NA
"Michael Sellers",2008,"Was","FB",85,NA,"RB",23.97,NA,28.2,28.2,NA,26.085,22.2
"Armanti Edwards",2013,"Car","LWR",66,NA,"WR",34.4574641403738,NA,4.9,9.315,NA,26.0766427602492,1.5
"Jamaal Westerman",2013,"Buf","WLB",65.5917884018336,NA,NA,26.0621899947705,NA,NA,NA,NA,26.0621899947705,8.75
"Kris Wilson",2009,"Sdg","TE",73,NA,NA,26.0582371894748,NA,NA,NA,NA,26.0582371894748,21.8
"Anthony Mccoy",2012,"Sea","TE",65,NA,"TE",17.5992006949071,NA,32.5,34.5,NA,26.0496003474536,56.1
"Kory Sperry",2011,"Sdg","TE",62,NA,NA,26.0417267995562,NA,NA,NA,NA,26.0417267995562,3.7
"Darrion Scott",2011,"Was","LDE",77.5673951530763,NA,NA,26.0022516871131,NA,NA,NA,NA,26.0022516871131,4
"Austin Johnson",2017,"Ten","LDE",70,NA,"DL",31.6509690289033,NA,26,4.7,NA,26,23.5
"Red Bryant",2013,"Sea","LDE",80,NA,NA,34.5598985334851,NA,26,NA,NA,26,31.25
"Jeff Maehl",2014,"Phi","LWR",64,NA,"WR",36.2119711806136,NA,NA,5.575,9.5,25.9996474537424,7.1
"Jacob Tamme",2011,"Ind","HBack",83,NA,"TE",23.885,NA,28.1,28.1,NA,25.9925,33.2
"Desmond Clark",2010,"Chi","HBack",76,NA,"TE",23.885,NA,26.1,28.1,NA,25.9925,1.7
"Brynden Trawick",2015,"Bal","SS",65,NA,NA,25.9833732072152,NA,NA,NA,NA,25.9833732072152,15.5
"Chad Hansen",2017,"Nyj","RWR",70,NA,"WR",25.5596941691941,NA,NA,26.8075,38.8,25.9756294461294,13.9
"Chykie Brown",2014,"Bal","RCB",66,NA,NA,25.9582552923345,NA,NA,NA,NA,25.9582552923345,37.5
"Maurice Harris",2017,"Was","LWR",63,NA,"WR",33.4923102212108,NA,NA,10.8841666666667,11.3,25.9562623696961,14.2
"Greg Salas",2016,"Buf","RWR",67,NA,"WR",32.4132810401452,NA,NA,12.977,19.6,25.9345206934301,16.9
"Shaun Draughn",2012,"Kan","RB",64,NA,NA,25.9320465978295,NA,NA,NA,NA,25.9320465978295,61.1
"Curtis Marsh",2012,"Phi","LCB",66,NA,NA,25.9306111432058,NA,NA,NA,NA,25.9306111432058,12
"Keenan Lewis",2010,"Pit","LCB",61,NA,NA,25.914536372899,NA,NA,NA,NA,25.914536372899,15.5
"Jaydon Mickens",2018,"Jax","LWR",69,NA,"WR",34.5495381816726,NA,NA,8.62423333333334,10,25.9077698988929,NA
"Lawrence Sidbury",2011,"Atl","RDE",59,NA,NA,25.9021298461771,NA,NA,NA,NA,25.9021298461771,20
"Doug Middleton",2018,"Nyj","FS",63,NA,NA,25.898021657234,NA,NA,NA,NA,25.898021657234,NA
"David Carr",2009,"Nyg","QB",60,NA,"QB",39.0675393100202,NA,12.7,12.72,NA,25.8937696550101,21.7
"Kyle Van Noy",2015,"Det","OLB",72,NA,"LB",29.1732431241222,NA,NA,19.3,NA,25.8821620827481,12.5
"Ifeanyi Momah",2016,"Ari","TE",66,NA,NA,25.8645577283133,NA,NA,NA,NA,25.8645577283133,6
"Maurice Harris",2016,"Was","RWR",69,NA,NA,25.8645577283133,NA,NA,NA,NA,25.8645577283133,10.6
"Nick Williams",2016,"Atl","RWR",69,NA,"WR",29.3339981132565,NA,NA,18.89,7.8,25.8526654088376,8.4
"Scooby Wright",2018,"Ari","MLB",68,NA,"LB",25.8414583026586,NA,NA,NA,NA,25.8414583026586,NA
"Jonathan Kuhn",2017,"Nor","FB",80,NA,NA,23.12,NA,26.9,27.2,27.2,25.84,0.2
"Brandon Banks",2011,"Was","RWR",69,NA,NA,25.8321459609756,NA,NA,NA,NA,25.8321459609756,7.56
"Alexander Albright",2012,"Dal","ROLB",59,NA,NA,25.8200464745253,NA,NA,NA,NA,25.8200464745253,29
"Quentin Moses",2009,"Mia","SLB",55,NA,NA,25.8106695470063,NA,NA,NA,NA,25.8106695470063,8
"Shiloh Keo",2016,"Den","SS",71,NA,NA,25.8054540136695,NA,NA,NA,NA,25.8054540136695,12
"Lee Smith",2015,"Oak","TE",77,NA,"TE",34.2499377238618,NA,NA,15.9312,27.2,25.7937125746206,19
"Andre Roberts",2016,"Det","LWR",71,NA,"WR",28.4946138522561,NA,30,20.385,30,25.7914092348374,43.8
"Hamza Abdullah",2011,"Ari","FS",69,NA,NA,25.78239824504,NA,NA,NA,NA,25.78239824504,11
"Ryan Mallett",2016,"Bal","QB",67,NA,"QB",40.7549302843407,NA,12.6,8.63971428571427,27.94,25.778214856685,-0.56
"Jeremiah Attaochu",2018,"Sfo","LDE",73,NA,"DL",25.7705948059652,NA,NA,NA,NA,25.7705948059652,NA
"Joel Dreessen",2010,"Hou","TE",70,NA,"TE",31.6357052783747,NA,17.9,19.9,NA,25.7678526391873,91.8
"Jerome Simpson",2010,"Cin","LWR",57,NA,NA,25.7647492791542,NA,NA,NA,NA,25.7647492791542,51.9
"Sylvester Williams",2014,"Den","LDT",74,NA,"DL",45.3199465556923,NA,25.75,NA,NA,25.75,23.5
"Ricky Jean Francois",2013,"Ind","DT",75,NA,NA,42.7698097772394,NA,25.75,NA,NA,25.75,25.25
"Jonathan Williams",2016,"Buf","RB",67,NA,"RB",39.9114385628462,NA,26.1,22.0028571428571,15.3,25.7380985685678,11.9
"Jarius Wright",2018,"Car","LWR",76,NA,"WR",24.8430580856431,NA,NA,27.4936000000001,60.6,25.7265720570954,NA
"Chris Maragos",2013,"Sea","FS",65,NA,NA,25.7262458793209,NA,NA,NA,NA,25.7262458793209,10.5
"Bryant Johnson",2011,"Hou","LWR",72.041672676421,NA,"WR",34.5366890391137,NA,NA,8.1,NA,25.7244593594091,18.1
"Ted Ginn",2013,"Car","RWR",74,NA,"WR",25.5505446570805,NA,20.3,26.0716666666667,NA,25.7242519936092,106.5
"Maurice Stovall",2009,"Tam","LWR",62,NA,"WR",31.6733741496655,NA,13.8,13.8,NA,25.7155827664436,54.6
"Michael Sellers",2010,"Was","FB",84,NA,"RB",23.63,NA,25.8,27.8,NA,25.715,32.6
"Jeff Cumberland",2011,"Nyj","TE",57,NA,NA,25.7074908956536,NA,NA,NA,NA,25.7074908956536,4.5
"Cecil Shorts",2011,"Jax","LWR",60,NA,"WR",20.8533685372947,NA,35.4,35.4,NA,25.7022456915298,10
"Chris Moore",2016,"Bal","RWR",65,NA,"WR",21.4058920843624,NA,NA,34.2502380952381,19.6,25.6873407546543,10
"Allen Bradford",2013,"Sea","MLB",56,NA,NA,25.6843752457232,NA,NA,NA,NA,25.6843752457232,3.5
"Matthew Longacre",2017,"Lar","OLB",63,NA,"DL",29.6354680029704,NA,NA,17.75,NA,25.6736453353136,39.25
"Quan Cosby",2010,"Cin","RWR",62,NA,NA,25.6558431568987,NA,NA,NA,NA,25.6558431568987,2.6
"Miles Austin",2008,"Dal","LWR",69,NA,"WR",24.225,NA,28.5,28.5,NA,25.65,54.3
"Maxx Williams",2018,"Bal","TE",74,NA,"TE",34.3601858293629,NA,17.8,21.0343443050193,21.5,25.6315100447941,NA
"Darick Rogers",2013,"Ind",NA,69,"PS","WR",24.20375,NA,NA,28.475,NA,25.6275,38.2
"Eugene Sims",2011,"Lar","LDE",57,NA,NA,25.6000714453646,NA,NA,NA,NA,25.6000714453646,18
"Richard Goodman",2011,"Sdg","LWR",56,NA,NA,25.5892347979217,NA,NA,NA,NA,25.5892347979217,6
"Johnny White",2011,"Buf","RB",66,NA,"RB",43.4637980694822,NA,7.7,7.7,NA,25.5818990347411,4
"Tanner Mcevoy",2017,"Sea","LWR",67,NA,"WR",30.7411219848096,NA,NA,15.2566666666667,15.8,25.5796368787619,10.8
"Justin Jackson",2018,"Sdg","RB",71,NA,"RB",34.6495836883159,NA,NA,18.152,23.9,25.567194562772,NA
"Scott Crichton",2015,"Min","LDE",72,NA,"DL",24.4972868606431,NA,32.75,27.65,NA,25.5481912404287,7
"Daurice Fountain",2018,"Ind","LWR",69,NA,"WR",18.0214392071704,NA,NA,40.5891666666667,21.7,25.5440150270025,NA
"Russell Shepard",2015,"Tam","RWR",67,NA,"WR",30.4644013309436,NA,NA,15.692,4.3,25.5402675539624,10.3
"Shaun Smith",2010,"Kan","NT",72,NA,NA,25.5054805782394,NA,NA,NA,NA,25.5054805782394,53.6
"Dominique Alexander",2017,"Cle","WLB",61,NA,"LB",27.2063805914539,NA,NA,22.1,NA,25.5042537276359,1
"Ray Ray Armstrong",2017,"Sfo","ROLB",73,NA,"LB",35.7629152446312,NA,25.5,24.1,NA,25.5,75
"Bruce Gradkowski",2009,"Oak","QB",74.4047859635883,NA,NA,25.4536328184747,NA,NA,NA,NA,25.4536328184747,70.08
"Harry Douglas",2017,"Ten","RWR",73,NA,"WR",23.5863960811426,NA,NA,29.1558333333333,10.5,25.4428751652061,1.3
"Matthew Barkley",2014,"Phi","QB",71,NA,"QB",50.6378880789592,NA,NA,0.2,NA,25.4189440394796,NA
"Kenny Onatolu",2011,"Min","SLB",54,NA,NA,25.4066705127031,NA,NA,NA,NA,25.4066705127031,13
"Cethan Carter",2017,"Cin","TE/HB",67,NA,NA,25.4050126937981,NA,NA,NA,NA,25.4050126937981,NA
"Dwayne Allen",2018,"Nwe","TE",81,NA,"TE",44.8086437014744,NA,30,25.7484285714286,5.6,25.3856907576343,NA
"Chris Lewis Harris",2016,"Cin","LCB",67,NA,NA,25.3828778820037,NA,NA,NA,NA,25.3828778820037,8.75
"Jermaine Cunningham",2012,"Nwe","RDE",70,NA,NA,25.353771547204,NA,NA,NA,NA,25.353771547204,31.25
"Blaine Gabbert",2014,"Sfo","QB",72,NA,"QB",55.5529739975058,NA,12.1,12.368,8.14,25.3536579991686,6.02
"Mycole Pruitt",2015,"Min","TE",66,NA,"TE",28.8903085191864,NA,20.6,25.1202380952381,22,25.3368488714748,13.9
"Tyler Ervin",2017,"Hou","RB",64,NA,"RB",49.2307526052328,NA,5.2,11.6733333333333,15.1,25.3346953128554,9
"Pharoh Cooper",2017,"Lar","LWR",64,NA,"WR",27.9710952725056,NA,19,20.0383333333333,14.2,25.3268412927815,20.5
"Shann Schillinger",2013,"Atl","FS",67,NA,NA,25.3141145044337,NA,NA,NA,NA,25.3141145044337,-0.32
"Jesse Chatman",2008,"Nyj",NA,74.6269430510256,"Res1","RB",23.885,NA,28.1,28.1,NA,25.29,5.3
"Jamari Lattimore",2012,"Gnb","RILB",56,NA,NA,25.28100450106,NA,NA,NA,NA,25.28100450106,6.5
"Darius Reynaud",2010,"Nyg","RB",65.9886483269956,NA,NA,25.2644152509526,NA,NA,NA,NA,25.2644152509526,NA
"Jaleel Scott",2018,"Bal","RWR",69,NA,"WR",30.8178760172222,NA,NA,14.15,8,25.2619173448148,NA
"Larry Dean",2013,"Min","SLB",62,NA,NA,25.2608288084691,NA,NA,NA,NA,25.2608288084691,21
"Denard Robinson",2016,"Jax","RB",73,NA,"RB",32.7774254531487,NA,22.1,21.2490476190476,21.7,25.2421576907321,18.1
"Jaye Howard",2014,"Kan","LDE",68,NA,"DL",25.2400505965052,NA,NA,NA,NA,25.2400505965052,38
"Anthony Sherman",2014,"Kan","FB",90,NA,"RB",20.4269166666667,NA,NA,24.0316666666667,31.2,25.2195277777778,18.9
"Bruce Miller",2014,"Sfo","FB",87,NA,"RB",21.6140833333333,NA,NA,25.4283333333333,28.6,25.2141388888889,38.8
"Cameron Artis Payne",2017,"Car","RB",68,NA,"RB",33.376146114706,NA,10.1,27.5283333333333,14.7,25.2014931493465,16.2
"Lance Moore",2008,"Nor","LWR",79,NA,"WR",23.8,NA,28,28,NA,25.2,191.3
"Joshua Bellamy",2017,"Chi","RWR",70,NA,"WR",26.5148223675363,NA,6,22.4271666666667,24.4,25.1522704672464,56.2
"Chris Ogbonnaya",2013,"Cle","FB",70,NA,"RB",23.10725,NA,28.1,27.185,NA,25.146125,90.3
"Trey Lewis",2010,"Atl","RDT",68.4520604319493,NA,NA,25.1454491484493,NA,NA,NA,NA,25.1454491484493,1
"Jayme Mitchell",2010,"Min","LDE",61.2972828437328,NA,NA,25.1357288158009,NA,NA,NA,NA,25.1357288158009,3.5
"Clayton Fejedelem",2017,"Cin","FS",63,NA,"DB",25.111428396923,NA,NA,NA,NA,25.111428396923,50.25
"Sammie Coates",2018,"Hou","LWR",67,NA,"WR",29.8730108728141,NA,NA,15.5778333333333,6.6,25.1079516929872,NA
"Joseph Walker",2018,"Phi","MLB",67,NA,"LB",25.0981296077648,NA,NA,NA,NA,25.0981296077648,NA
"Jared Norris",2018,"Car","SLB",67,NA,"LB",25.0883997005953,NA,NA,NA,NA,25.0883997005953,NA
"Quinton Jefferson",2018,"Sea","LDE",69,NA,"DL",25.0825109678861,NA,NA,NA,NA,25.0825109678861,NA
"Michael Palmer",2012,"Atl","TE",65,NA,"TE",38.4525321601245,NA,9.7,11.7,NA,25.0762660800622,11.2
"Luke Mccown",2008,"Tam","QB",77,NA,"QB",23.681,NA,25.9,27.86,NA,25.074,1.5
"Michael Sellers",2009,"Was","FB",89,NA,"RB",23.035,NA,27.1,27.1,NA,25.0675,36.1
"Michael Morgan",2015,"Sea","LOLB",73,NA,"LB",22.7631666527416,NA,NA,29.675,NA,25.0671111018277,17.5
"Tavarres King",2014,"Tam",NA,69,NA,"WR",23.6725,NA,NA,27.85,NA,25.065,2.3
"Terron Ward",2016,"Atl","RB",69,NA,"RB",34.6900088353253,NA,8.3,18.895,21.6,25.0616696117751,16.7
"Rhett Ellison",2014,"Min","TE",77,NA,"TE",29.4974752060413,NA,NA,18.16,27.5,25.0524917353471,36.3
"Blake Bell",2016,"Sfo","TE",65,NA,"TE",17.9623675519138,NA,16.9,21.8671428571429,35.3,25.0431701363522,10.5
"Ladarius Gunter",2016,"Gnb","RCB",64,NA,NA,25.0290428572302,NA,NA,NA,NA,25.0290428572302,65
"Kerwynn Williams",2015,"Ari","RB",72,NA,NA,64.2501620880512,NA,NA,5.4,5.4,25.0167206960171,20.8
"Dan Orlovsky",2012,"Tam","QB",70,NA,"QB",34.151897693711,NA,13.8,15.8,NA,24.9759488468555,2.04
"Deonte Thompson",2013,"Bal","LWR",61,NA,"WR",26.851715115994,NA,21.1,21.205,NA,24.969476743996,14.6
"Kyle Love",2011,"Nwe","LDT",70,NA,NA,24.9639877717596,NA,NA,NA,NA,24.9639877717596,38
"Jeoffrey Pagan",2015,"Hou","LDE",66,NA,NA,24.9637468287563,NA,NA,NA,NA,24.9637468287563,0.5
"Charlie Batch",2009,"Pit","QB",67,NA,"QB",34.9888162963395,NA,14.9,14.92,NA,24.9544081481697,0.68
"Arnaz Battle",2010,"Pit","RWR",72,NA,"WR",27.474824077902,NA,19.9,19.9,NA,24.9498827186013,NA
"Jim Clausen",2014,"Chi","QB",67,NA,"QB",38.8554709919863,NA,15.4,18.775,17.1,24.9101569973288,16.82
"Michael Jenkins",2015,"Tam","RCB",75,NA,"DB",27.3783298753361,NA,NA,19.85,NA,24.8688865835574,20
"Matthew Moore",2017,"Mia","QB",71,NA,"QB",28.8923072531047,NA,38.1,26.0898095238095,19.56,24.8473722589714,46.34
"Joshua Hull",2012,"Lar","MLB",64,NA,NA,24.8338164173805,NA,NA,NA,NA,24.8338164173805,8.5
"Bruce Ellington",2017,"Hou","LWR",71.5225835242695,NA,"WR",17.6510051111521,NA,NA,39.1191666666667,15.9,24.8070589629903,61.2
"Aldrick Robinson",2016,"Atl","RWR",67,NA,"WR",27.3336327117297,NA,27,19.732,16,24.7997551411532,54.3
"Matthew Mulligan",2012,"Lar","TE",64,NA,NA,24.7979545805891,NA,NA,NA,NA,24.7979545805891,18.4
"Antonio Brown",2010,"Pit","LWR",69,NA,NA,24.7890395789284,NA,NA,NA,NA,24.7890395789284,30.7
"Daren Bates",2014,"Lar","MLB",62,NA,NA,24.7732391153988,NA,NA,NA,NA,24.7732391153988,12.5
"Zurlon Tipton",2015,"Ind","RB",69,NA,"RB",52.559571426832,NA,NA,17.0333333333333,4.7,24.7643015867218,10.2
"Eric Weems",2012,"Chi","RWR",73,NA,NA,24.7627014784828,NA,NA,NA,NA,24.7627014784828,3.7
"Derek Wolfe",2015,"Den","LDE",82,NA,"DL",33.7920594014899,NA,24.75,37.85,NA,24.75,60.25
"Red Bryant",2009,"Sea","RDT",62,NA,NA,24.7407856007531,NA,NA,NA,NA,24.7407856007531,10
"Stephen Anderson",2017,"Hou","TE",65,NA,"TE",28.8401377646894,NA,39.3,25.8740476190476,19.5,24.738061794579,52.7
"Richard Gordon",2012,"Oak","TE",65,NA,NA,24.7097523603714,NA,NA,NA,NA,24.7097523603714,7.9
"Thomas Rawls",2015,"Sea","RB",66,NA,"RB",42.7610432830445,NA,NA,29.564,1.8,24.7083477610148,123.1
"Alexander Collins",2016,"Sea","RB",69,NA,"RB",66.7094761865418,NA,NA,4.09,3.3,24.6998253955139,30.4
"Bryce Brown",2012,"Phi","RB",63,NA,"RB",28.0467430988497,NA,17.9,21.35,NA,24.6983715494248,86.5
"Demetrius Harris",2018,"Kan","TE",73,NA,"TE",8.01885211163957,NA,32.7,36.8288333333333,29.2,24.682561814991,NA
"Cj Beathard",2018,"Sfo","QB",70,NA,"QB",52.6618068795886,NA,5.4,10.8457142857143,10.46,24.6558403884343,NA
"Joey Haynos",2009,"Mia","TE",68,NA,NA,24.6041579844018,NA,NA,NA,NA,24.6041579844018,37.7
"Tavarres King",2018,"Min","LWR",71,NA,"WR",27.6927345678855,NA,15.6,18.4089047619048,16,24.5981246325586,NA
"Wes Horton",2016,"Car","LDE",70,NA,"DL",25.4345375903257,NA,NA,22.9,NA,24.5896917268838,23.25
"David Thomas",2012,"Nor","TE",75,NA,"TE",36.5776930656954,NA,12.6,12.6,NA,24.5888465328477,38.1
"Dj Williams",2012,"Gnb","TE",68,NA,"TE",34.1392129462415,NA,15,15,NA,24.5696064731207,9.2
"Robert Nkemdiche",2017,"Ari","RDT",76,NA,"DL",23.5095565264031,51.5,NA,26.65,NA,24.5563710176021,14.5
"Bo Scarbrough",2018,"Dal","RB",71,NA,"RB",31.2503557055063,NA,16.6,18.2558333333333,24.1,24.5353963462799,NA
"Ryan Carrethers",2015,"Sdg","NT",72,NA,"DL",24.333399223176,NA,24.5,23.25,NA,24.5,19.5
"Stefan Charles",2015,"Buf","DT",70,NA,"DL",22.3581177324532,NA,24.5,34.8,NA,24.5,16.5
"Earl Mitchell",2013,"Hou","DT",77,NA,NA,47.1081468028458,NA,24.5,NA,NA,24.5,43.75
"David Gettis",2010,"Car","LWR",59,NA,NA,24.4935098335165,NA,NA,NA,NA,24.4935098335165,87.5
"Damaris Johnson",2014,"Hou","LWR",70.223835054611,NA,"WR",28.6199113790209,NA,NA,16.23,NA,24.4899409193472,56.5
"Nick Williams",2017,"Atl","RWR",70,NA,"WR",30.4711595506342,NA,NA,12.5166666666667,1.1,24.4863285893117,4.5
"Matthew Spaeth",2009,"Pit","TE",66,NA,NA,24.4680899264026,NA,9.9,NA,NA,24.4680899264026,11
"Jack Doyle",2015,"Ind","TE",75,NA,"TE",50.7696856381598,NA,NA,18.2198333333333,4.4,24.4631729904977,19.2
"Jason Williams",2014,"Car","WLB",68,NA,NA,24.4524333647514,NA,NA,NA,NA,24.4524333647514,9
"Albert Young",2009,"Min","RB",69,NA,NA,24.4343239982189,NA,NA,NA,NA,24.4343239982189,5.3
"Eldra Buckley",2009,"Phi","RB",69,NA,NA,24.4343239982189,NA,NA,NA,NA,24.4343239982189,10.4
"Tony Pike",2010,"Car","QB",65,NA,NA,24.4314057870809,NA,NA,NA,NA,24.4314057870809,1.88
"Patrick Cobbs",2008,"Mia","RB",74,NA,"RB",22.44,NA,26.4,26.4,NA,24.42,63.8
"Jonathan Phillips",2013,"Sdg","TE",76,NA,"TE",27.882670383051,NA,15.7,20.95,NA,24.4163351915255,5
"Christo Bilukidi",2013,"Oak","RDT",66,NA,NA,24.3759640649892,NA,NA,NA,NA,24.3759640649892,7.5
"Randy Mcmichael",2012,"Sdg","TE",78,NA,"TE",18.7506423902576,NA,30,30,NA,24.3753211951288,9.6
"Quinton Teal",2009,"Car","FS",58,NA,NA,24.3683017207055,NA,NA,NA,NA,24.3683017207055,20.5
"Charcandrick West",2018,"Kan","RB",79,NA,NA,45.0460976628867,NA,NA,14,14,24.3486992209622,NA
"Joshua Mccown",2009,"Car","QB",59,NA,"QB",32.6945828655215,NA,16,16,NA,24.3472914327608,0.08
"Patrick Bailey",2013,"Ten","WLB",67,NA,NA,24.3416781700478,NA,NA,NA,NA,24.3416781700478,8.5
"Harry Douglas",2016,"Ten","LWR",73,NA,"WR",22.3742765811907,NA,9.7,28.2219523809523,31.4,24.3235018477779,28.5
"Andre Williams",2017,"Sdg","RB",69,NA,NA,65.1370022031771,NA,NA,3.9,3.9,24.3123340677257,2.5
"Steven Means",2014,"Tam","RDE",68,NA,NA,24.2962987726646,NA,NA,NA,NA,24.2962987726646,0.5
"Aaron Burbridge",2016,"Sfo","SWR",63,NA,"WR",30.0447669892373,NA,6,12.795,5.9,24.2948446594915,12.3
"Brian Hoyer",2010,"Nwe","QB",63,NA,"QB",41.7732520333793,NA,0.8,6.8,NA,24.2866260166896,7.08
"Greg Mabin",2018,"Sfo","RCB",68,NA,NA,24.2757365318108,NA,NA,NA,NA,24.2757365318108,NA
"Joseph Webb",2010,"Min","QB",69,NA,NA,24.2711329828154,NA,NA,NA,NA,24.2711329828154,40.08
"Benjamin Cunningham",2017,"Chi","RB",74,NA,"RB",30.5334795871796,NA,41.6,20.775,21.5,24.2694931957265,46.9
"Edmond Robinson",2018,"Ari","SLB",65,NA,"LB",24.2498134414445,NA,NA,NA,NA,24.2498134414445,NA
"Jamaal Charles",2008,"Kan","RB",75,NA,"RB",22.27,NA,24.2,26.2,NA,24.235,78.4
"Jacob Hester",2008,"Sdg","FB",77,NA,"RB",22.27,NA,24.2,26.2,NA,24.235,34.6
"David Johnson",2013,"Pit","TE",76,NA,"RB",41.484763511916,NA,NA,6.97,NA,24.227381755958,9
"Tommylee Lewis",2018,"Nor","LWR",65,NA,"WR",29.719717099774,NA,NA,13.2237,8.6,24.2210447331827,NA
"Craig Stevens",2010,"Ten","TE",70,NA,NA,24.2060945182106,NA,NA,NA,NA,24.2060945182106,29.7
"Graham Harrell",2012,"Gnb","QB",66,NA,"QB",36.0787113876143,NA,21.3,12.32,NA,24.1993556938071,-1.5
"Travis Lewis",2014,"Det","MLB",62,NA,NA,24.195598386606,NA,NA,NA,NA,24.195598386606,2
"Tj Yates",2013,"Hou","QB",74,NA,"QB",45.7561918479095,NA,1.1,2.635,NA,24.1955959239547,2.52
"Matthew Spaeth",2013,"Pit",NA,72.2651146574582,"RES","TE",22.23175,NA,28,26.155,NA,24.193375,7.6
"Jonathan Williams",2018,"Nor","RB",70.9983115474521,NA,"RB",21.632308243937,NA,24.2,21.4411428571429,29.5,24.1911503670266,NA
"Tavarres King",2017,"Nyg","LWR",67,NA,"WR",28.9763678724648,NA,NA,14.59,7.4,24.1809119149765,51.3
"Jp Losman",2008,"Buf","QB",79,NA,"QB",22.202,NA,24.1,26.12,NA,24.161,43.36
"Landry Jones",2016,"Pit","QB",66,NA,"QB",42.4680639994363,NA,21.4,11.8377857142857,18.12,24.141949904574,35.92
"Joshua Norman",2014,"Car","RCB",76,NA,"DB",24.1175040507468,NA,57.25,NA,NA,24.1175040507468,59
"Dan Fells",2009,"Lar","TE",62,NA,NA,24.098083862238,NA,NA,NA,NA,24.098083862238,53.8
"Nate Ebner",2018,"Nwe","FS",69,NA,"DB",24.0833303887335,NA,NA,NA,NA,24.0833303887335,NA
"Keith Toston",2012,"Jax","RB",69,NA,NA,24.0701409893783,NA,NA,NA,NA,24.0701409893783,13
"Matthew Simms",2013,"Nyj","QB",61,NA,NA,24.0675300415521,NA,NA,NA,NA,24.0675300415521,10.94
"Jesse James",2015,"Pit","TE",64,NA,"TE",25.9489036933059,NA,NA,21.82,24.4,24.056301231102,15.6
"Sean Culkin",2018,"Sdg","TE",68,NA,"TE",14.6783037566415,NA,NA,18.739,38.7,24.0391012522138,NA
"Chris Givens",2012,"Lar","RWR",67,NA,NA,24.0172786687476,NA,35.5,NA,NA,24.0172786687476,110
"James Casey",2012,"Hou","FB",77,NA,"TE",22.066,NA,16.2,25.96,NA,24.013,68.6
"Damon Huard",2008,"Kan","QB",78,NA,"QB",22.066,NA,26,25.96,NA,24.013,24.38
"Bill Bajema",2010,"Lar","TE",68,NA,NA,23.9496112963423,NA,NA,NA,NA,23.9496112963423,33.5
"David Johnson",2015,"Sdg","TE",78,NA,"TE",28.4204162642433,NA,NA,26.8646,16.5,23.9283387547478,-0.7
"Andrew Walter",2008,"Oak","QB",76,NA,"QB",21.964,NA,23.8,25.84,NA,23.902,7.06
"Richard Rodgers",2018,"Phi","TE",76,NA,"TE",40.4496518418544,NA,21.4,25.814,5.4,23.8878839472848,NA
"Carlos Henderson",2018,"Den",NA,69,"RES","WR",22.5493525,NA,NA,26.52865,22.2,23.875785,NA
"Jared Norris",2017,"Car","SLB",60,NA,"LB",23.854669856323,NA,NA,NA,NA,23.854669856323,4
"Brian Hoyer",2011,"Nwe","QB",66,NA,"QB",38.8794375415596,NA,8.8,8.8,NA,23.8397187707798,0.58
"Bobby Rainey",2017,"Bal","RB",74.6556723352269,NA,NA,23.8380616541266,NA,NA,NA,NA,23.8380616541266,10.5
"Tj Yates",2014,"Atl","QB",75.812389211971,NA,"QB",44.7195904071319,NA,1.1,2.95,NA,23.8347952035659,1.56
"Jonathan Massaquoi",2013,"Atl","RDE",65,NA,NA,23.8280078535473,NA,NA,NA,NA,23.8280078535473,51
"James Hanna",2014,"Dal","TE",71,NA,"TE",27.3764394029855,NA,NA,17.9,26.2,23.8254798009952,6.8
"Bruce Gradkowski",2012,"Cin","QB",73,NA,"QB",45.9905118292513,NA,3.2,1.6,NA,23.7952559146257,2.4
"Brandon Graham",2012,"Phi","LDE",73,NA,NA,23.7810736914822,NA,NA,NA,NA,23.7810736914822,59.25
"Greg Jones",2009,"Jax","FB",90,NA,"RB",21.845,NA,25.7,25.7,NA,23.7725,6.2
"Jamari Lattimore",2013,"Gnb","MLB",56,NA,NA,23.7599265172973,NA,NA,NA,NA,23.7599265172973,43
"Neal Sterling",2016,"Jax","TE",57,NA,"WR",23.7544471549516,NA,NA,NA,NA,23.7544471549516,17
