"Player","Season","DepthTeam","DepthPos","Madden.Rating","ReservePos","PosFFA","fantPts_est","fantPts_IDPG","fantPts_FFTODAY","fantPts_FFA","fantPts_FDATA","fantPts_agg","fantPts"
"Peyton Manning",2014,"Den","QB",98,NA,"QB",392.06538161952,NA,373,367.721471428571,377.3,379.02895101603,325.68
"Aaron Rodgers",2012,"Gnb","QB",99,NA,"QB",362.19779214803,NA,387.5,388.106666666667,NA,375.152229407348,358.1
"Drew Brees",2012,"Nor","QB",98,NA,"QB",358.286990141581,NA,326.7,352.4195,NA,355.353245070791,366.58
"Andrew Luck",2015,"Ind","QB",94,NA,"QB",343.236000152019,NA,357.4,356.383490909091,359.36,352.993163687037,140.84
"Drew Brees",2014,"Nor","QB",96,NA,"QB",350.292207867334,NA,344.4,353.934764102564,353.8,352.675657323299,326.48
"Aaron Rodgers",2014,"Gnb","QB",98,NA,"QB",350.703268824227,NA,344.2,346.905739560439,351.42,349.676336128222,359.14
"Drew Brees",2013,"Nor","QB",96,NA,"QB",332.694619136398,NA,357,359.161733333333,NA,345.928176234865,373.68
"Tom Brady",2012,"Nwe","QB",98,NA,"QB",322.773267122742,NA,341.7,366.785,NA,344.779133561371,348.28
"Aaron Rodgers",2013,"Gnb","QB",98,NA,"QB",332.136128514131,NA,344.7,355.3868,NA,343.761464257066,175.44
"Aaron Rodgers",2017,"Gnb","QB",98,NA,"QB",323.777771822517,NA,355.7,344.900444444444,345.62,338.099405422321,137.6
"Aaron Rodgers",2015,"Gnb","QB",99,NA,"QB",321.687561615674,NA,337.9,339.022484848485,334.26,331.65668215472,309.24
"Cam Newton",2016,"Car","QB",94,NA,"QB",282.501660801865,NA,338.6,347.930866666667,358.06,329.497509156177,268.26
"Aaron Rodgers",2018,"Gnb","QB",99,NA,"QB",314.482374363841,NA,349.8,341.50095,329.14,328.374441454614,NA
"Ladainian Tomlinson",2008,"Sdg","RB",99,NA,"RB",299.03,NA,349.8,351.8,NA,325.415,251.6
"Aaron Rodgers",2016,"Gnb","QB",96,NA,"QB",310.824328626361,NA,339.1,327.956866666667,334.46,324.413731764342,387.02
"Peyton Manning",2013,"Den","QB",97,NA,"QB",314.710246797101,NA,314.6,333.6268,NA,324.168523398551,425.98
"Tom Brady",2017,"Nwe","QB",99,NA,"QB",315.046148159337,NA,335.4,325.821111111111,326.64,322.502419756816,303.88
"Matthew Stafford",2014,"Det","QB",87,NA,"QB",321.847290502662,NA,291.1,316.393357875458,325.3,321.18021612604,265.58
"Tom Brady",2013,"Nwe","QB",97,NA,"QB",317.099043278798,NA,293.8,319.9696,NA,318.534321639399,262.52
"Andrew Luck",2016,"Ind","QB",88,NA,"QB",301.037010344123,NA,315.2,319.575333333333,331.32,317.310781225819,322.7
"Matthew Stafford",2012,"Det","QB",91,NA,"QB",281.607274540065,NA,336.5,343.3955,NA,312.501387270032,297.08
"Aaron Rodgers",2011,"Gnb","QB",98,NA,"QB",304.78463777484,NA,320.2,320.18,NA,312.48231888742,403.42
"Russell Wilson",2016,"Sea","QB",91,NA,"QB",278.505015831459,NA,330.6,328.3336,330.52,312.45287194382,278.06
"Drew Brees",2010,"Nor","QB",99,NA,"QB",311.969572794713,NA,298.6,306.6,NA,309.284786397356,295.7
"Matthew Ryan",2013,"Atl","QB",94,NA,"QB",305.454825483923,NA,307.5,311.067866666667,NA,308.261346075295,271.1
"Drew Brees",2017,"Nor","QB",92,NA,"QB",282.52194134881,NA,316.1,315.127444444444,322.5,306.716461931085,270.56
"Peyton Manning",2015,"Den","QB",92,NA,"QB",291.164603218319,NA,295.7,313.304606060606,314.9,306.456403092975,108.36
"Tom Brady",2018,"Nwe","QB",99,NA,"QB",289.51627507208,NA,309.2,317.3766,307.86,304.917625024027,NA
"Andrew Luck",2014,"Ind","QB",88,NA,"QB",279.702135651859,NA,312.1,315.028098901099,316.9,303.876744850986,377.74
"Nick Foles",2014,"Phi","QB",88,NA,"QB",291.588014419968,NA,313.3,305.986421611722,313.92,303.83147867723,133.32
"Russell Wilson",2018,"Sea","QB",92,NA,"QB",266.914570484099,NA,320.4,323.078875,316.68,302.224481828033,NA
"Drew Brees",2015,"Nor","QB",95,NA,"QB",283.575530872592,NA,271,311.692327272727,308.12,301.12928604844,319.2
"Russell Wilson",2015,"Sea","QB",89,NA,"QB",261.90615771587,NA,311.2,321.430690909091,317.8,300.378949541653,348.26
"Matthew Ryan",2017,"Atl","QB",96,NA,"QB",293.496286220414,NA,291.2,305.387333333333,300.2,299.694539851249,242.1
"Tom Brady",2008,"Nwe","QB",99,NA,"QB",274.414,NA,316.8,322.84,NA,298.627,3.04
"Drew Brees",2016,"Nor","QB",90,NA,"QB",269.878199235802,NA,299.8,304.2234,317.12,297.073866411934,355.32
"Matthew Ryan",2014,"Atl","QB",87,NA,"QB",281.515984728239,NA,292.4,302.316209157509,307.36,297.064064628583,300.26
"Drew Brees",2011,"Nor","QB",96,NA,"QB",296.559334733473,NA,295.1,295.1,NA,295.829667366737,401.64
"Tom Brady",2014,"Nwe","QB",93,NA,"QB",278.3057574748,NA,275.8,300.546777289377,302.58,293.810844921392,293.06
"Benjamin Roethlisberger",2015,"Pit","QB",95,NA,"QB",286.423810089617,NA,279.7,294.447072727273,300.18,293.68362760563,228.42
"Russell Wilson",2017,"Sea","QB",90,NA,"QB",259.706908692638,NA,305.6,303.656222222222,316.56,293.307710304953,360.92
"Jameis Winston",2017,"Tam","QB",81,NA,"QB",280.078916624369,NA,299,291.261777777778,304.92,292.086898134049,222.66
"Tom Brady",2011,"Nwe","QB",99,NA,"QB",283.918853213559,NA,299.4,299.42,NA,291.66942660678,382.3
"Deshaun Watson",2018,"Hou","QB",82,NA,"QB",254.890769689043,NA,268.5,319.477575,299.68,291.349448229681,NA
"Russell Wilson",2014,"Sea","QB",93,NA,"QB",282.118335369236,NA,286.1,289.598297435898,299.58,290.432210935044,335.1
"Blake Bortles",2016,"Jax","QB",82,NA,"QB",275.854930250251,NA,299.8,293.969666666667,301.26,290.361532305639,292.6
"Matthew Ryan",2015,"Atl","QB",90,NA,"QB",272.135887719564,NA,284.7,300.775878787879,294.94,289.283922169147,253.94
"Colin Kaepernick",2014,"Sfo","QB",89,NA,"QB",259.508686598992,NA,292.2,299.557836996337,308.56,289.208841198443,266.66
"Tom Brady",2015,"Nwe","QB",97,NA,"QB",287.332090066205,NA,280.2,282.200757575757,297.48,289.004282547321,355.2
"Philip Rivers",2011,"Sdg","QB",96,NA,"QB",293.127989196101,NA,284,284.04,NA,288.58399459805,280.56
"Tony Romo",2015,"Dal","QB",93,NA,"QB",286.435396532154,NA,280.3,287.201551515151,289.36,287.665649349102,49.66
"Aaron Rodgers",2010,"Gnb","QB",94,NA,"QB",254.273674415076,NA,308.1,320.14,NA,287.206837207538,315.48
"David Johnson",2017,"Ari","RB",94,NA,"RB",227.432663286002,NA,321.5,317.834444444445,315.6,286.955702576816,10
"Chris Johnson",2010,"Ten","RB",99,NA,"RB",265.832657978928,NA,301.8,307.8,NA,286.816328989464,250.9
"Benjamin Roethlisberger",2016,"Pit","QB",93,NA,"QB",267.497481948748,NA,293.9,293.034533333333,299.62,286.71733842736,263.16
"Russell Wilson",2013,"Sea","QB",89,NA,"QB",279.210174793677,NA,289.3,293.153066666667,NA,286.181620730172,289.18
"Derek Carr",2017,"Oak","QB",89,NA,"QB",295.010368304496,NA,268.2,273.198888888889,290.2,286.136419064462,217.44
"Peyton Manning",2010,"Ind","QB",99,NA,"QB",284.171386650247,NA,282.4,286.36,NA,285.265693325123,304.8
"Carson Wentz",2018,"Phi","QB",86,NA,"QB",273.832220893805,NA,254.7,291.0032,290.76,285.198473631268,NA
"Cam Newton",2012,"Car","QB",89,NA,"QB",218.180290535772,NA,320.9,351.888,NA,285.034145267886,338.86
"Robert Griffin",2014,"Was","QB",82,NA,"QB",245.49965992997,NA,286.9,299.139467032967,308.4,284.346375654312,97.36
"Tony Romo",2014,"Dal","H",91,NA,"QB",251.281441794872,NA,270.2,295.625225641025,305.08,283.995555811966,279.3
"Jay Cutler",2014,"Chi","QB",86,NA,"QB",271.558180337001,NA,281.7,284.165405128205,291.74,282.487861821736,277.58
"Michael Vick",2011,"Phi","QB",93,NA,"QB",217.09198153427,NA,347.6,347.58,NA,282.335990767135,251.02
"Eli Manning",2012,"Nyg","QB",97,NA,"QB",273.036751418383,NA,282.8,291.0925,NA,282.064625709192,249.92
"Dak Prescott",2017,"Dal","QB",86,NA,"QB",268.716180462226,NA,279.7,280.202888888889,294.68,281.199689783705,279.66
"Cam Newton",2018,"Car","QB",88,NA,"QB",229.195167692553,NA,296.8,306.805825,306.26,280.753664230851,NA
"Antonio Brown",2016,"Pit","LWR",97,NA,"WR",267.924642273057,NA,294.4,305.188226567587,291.8,280.345837037901,254.3
"Carson Palmer",2016,"Ari","QB",89,NA,"QB",262.838046053919,NA,277,283.859266666667,293.88,280.192437573529,261.12
"Cam Newton",2014,"Car","QB",89,NA,"QB",236.564314445029,NA,292.2,301.00902051282,302.98,280.18444498595,266.98
"Philip Rivers",2014,"Sdg","QB",92,NA,"QB",274.723059935764,NA,273.3,281.268441025641,283.3,279.763833653802,287.64
"Marcus Mariota",2017,"Ten","QB",80,NA,"QB",262.608352169762,NA,284.6,280.652444444444,294.42,279.226932204735,225.48
"Matthew Stafford",2015,"Det","QB",84,NA,"QB",256.035686847445,NA,288.7,289.611690909091,290.9,278.849125918845,307.28
"Jared Goff",2018,"Lar","QB",83,NA,"QB",281.460512497314,NA,257,272.1398,282.58,278.726770832438,NA
"Arian Foster",2012,"Hou","RB",96,NA,"RB",223.113791288323,NA,339.1,334.2,NA,278.656895644161,282.1
"Cam Newton",2013,"Car","QB",89,NA,"QB",224.510878466407,NA,319,332.3888,NA,278.449839233203,312.66
"Ryan Tannehill",2015,"Mia","QB",85,NA,"QB",254.242730885602,NA,272.7,289.4164,291.68,278.446376961867,273.82
"Drew Brees",2018,"Nor","QB",91,NA,"QB",240.660328221035,NA,284.6,294.808375,296.98,277.482901073678,NA
"Tom Brady",2009,"Nwe","QB",97,NA,"QB",261.004519529978,NA,288,293.96,NA,277.482259764989,285.32
"Leveon Bell",2017,"Pit","RB",97,NA,"RB",233.671046718008,NA,286.1,302.06875,296.2,277.313265572669,299.1
"Andrew Luck",2018,"Ind","QB",87,NA,"QB",249.216750456927,NA,235.3,285.584775,294.42,276.407175152309,NA
"Kirk Cousins",2017,"Was","QB",85,NA,"QB",252.393509301878,NA,268.5,281.235333333333,295.44,276.356280878404,298.62
"Philip Rivers",2016,"Sdg","QB",84,NA,"QB",248.482550211639,NA,289.6,287.401133333333,292.46,276.114561181657,289.94
"Philip Rivers",2017,"Sdg","QB",84,NA,"QB",262.424337005317,NA,277.7,269.838714285714,296.02,276.094350430344,282.4
"Matthew Ryan",2012,"Atl","QB",89,NA,"QB",264.286362256217,NA,294.5,287.2405,NA,275.763431128109,320.86
"Cam Newton",2017,"Car","QB",88,NA,"QB",234.433685734631,NA,274.6,290.377555555556,301.78,275.530413763396,313.48
"Jamaal Charles",2014,"Kan","RB",97,NA,"RB",243.47476619516,NA,278.3,292.280584859585,289.7,275.151783684915,230.4
"Eli Manning",2016,"Nyg","QB",81,NA,"QB",245.241991842414,NA,278.6,284.3752,293.78,274.465730614138,248.18
"Leveon Bell",2018,"Pit","RB",96,NA,"RB",219.971100185357,NA,290.1,306.375232142857,296.4,274.248777442738,NA
"Jameis Winston",2016,"Tam","QB",82,NA,"QB",255.855096625117,NA,278.6,280.709333333333,285.46,274.008143319484,278.1
"Peyton Manning",2012,"Den","QB",93,NA,"QB",263.525373523563,NA,262.5,283.5145,NA,273.519936761781,323.96
"Kirk Cousins",2018,"Min","QB",82,NA,"QB",247.620082485216,NA,263.3,283.782775,289.08,273.494285828405,NA
"Derek Carr",2016,"Oak","QB",83,NA,"QB",266.471830443323,NA,271.1,273.715266666667,280.08,273.42236570333,268.48
"Andy Dalton",2014,"Cin","QB",85,NA,"QB",271.753223980411,NA,252.6,270.632728205128,277.42,273.268650728513,242.12
"Philip Rivers",2015,"Sdg","QB",90,NA,"QB",260.646362698382,NA,273.9,280.659939393939,276.78,272.695434030774,297.48
"Philip Rivers",2012,"Sdg","QB",92,NA,"QB",263.234757413176,NA,274.7,281.3795,NA,272.307128706588,237.24
"Matthew Stafford",2018,"Det","QB",85,NA,"QB",245.650924777357,NA,276.1,282.7713,288.3,272.240741592452,NA
"Jim Garoppolo",2018,"Sfo","QB",83,NA,"QB",247.699310038712,NA,253.8,279.951225,287.18,271.610178346237,NA
"Matthew Ryan",2018,"Atl","QB",89,NA,"QB",253.80815216404,NA,264.6,278.656375,280.34,270.934842388013,NA
"Eli Manning",2015,"Nyg","QB",87,NA,"QB",247.663561531212,NA,261.6,281.182648484849,283.06,270.635403338687,307.54
"Benjamin Roethlisberger",2017,"Pit","QB",91,NA,"QB",260.414739555534,NA,270.8,273.688333333333,277.78,270.627690962956,272.74
"Benjamin Roethlisberger",2014,"Pit","QB",90,NA,"QB",255.438910628147,NA,262.7,278.18341025641,277.06,270.227440294852,315.78
"Cam Newton",2015,"Car","QB",90,NA,"QB",227.019939700372,NA,286.9,296.741036363636,286.46,270.073658688003,401.08
"Robert Griffin",2013,"Was","QB",89,NA,"QB",244.813361675409,NA,270,295.046266666667,NA,269.929814171038,227.02
"Matthew Stafford",2017,"Det","QB",87,NA,"QB",248.370840835099,NA,282.8,276.454222222222,284.8,269.875021019107,291.64
"Benjamin Roethlisberger",2018,"Pit","QB",88,NA,"QB",241.366626473253,NA,259.2,286.297925,280.92,269.528183824418,NA
"Kirk Cousins",2016,"Was","QB",83,NA,"QB",248.70178562833,NA,282.1,279.106888888889,279.62,269.14289150574,316.28
"Todd Gurley",2018,"Lar","RB",92,NA,"RB",184.88711894202,NA,318.7,313.418625,308.8,269.035247980673,NA
"Tom Brady",2010,"Nwe","QB",95,NA,"QB",246.834949763067,NA,283.7,289.72,NA,268.277474881534,305
"Matthew Stafford",2016,"Det","QB",85,NA,"QB",244.690151752321,NA,259.2,278.056133333333,281.36,268.035428361885,291.78
"Peyton Manning",2009,"Ind","QB",99,NA,"QB",259.364583508453,NA,272.2,276.2,NA,267.782291754226,294.7
"Lesean Mccoy",2014,"Phi","RB",97,NA,"RB",237.525508384672,NA,277,282.158457042957,278,265.894655142543,185.4
"Andy Dalton",2016,"Cin","QB",87,NA,"QB",248.923490145729,NA,264.9,272.597555555556,274.32,265.280348567095,270.64
"Drew Brees",2009,"Nor","QB",96,NA,"QB",243.381477522921,NA,279.1,287.1,NA,265.240738761461,315.92
"Adrian Peterson",2010,"Min","RB",98,NA,"RB",229.627917400704,NA,290.7,300.7,NA,265.163958700352,257.9
"Arian Foster",2011,"Hou","RB",92,NA,"RB",220.629323718999,NA,304.8,308.8,NA,264.714661859499,276.6
"Andy Dalton",2017,"Cin","QB",84,NA,"QB",239.655935717416,NA,275.8,267.310666666667,287.02,264.662200794694,228.7
"Andrew Luck",2013,"Ind","QB",88,NA,"QB",222.839373280687,NA,279.8,306.408,NA,264.623686640344,297.58
"Ezekiel Elliott",2018,"Dal","RB",92,NA,"RB",226.949926997772,NA,267,270.744375,294.4,264.031433999257,NA
"Philip Rivers",2018,"Sdg","QB",87,NA,"QB",238.128788411854,NA,275,279.51105,274.4,264.013279470618,NA
"Ray Rice",2012,"Bal","RB",95,NA,"RB",226.596631767514,NA,301.7,300.0675,NA,263.332065883757,252.6
"Calvin Johnson",2013,"Det","RWR",99,NA,"WR",253.65975772693,NA,283.5,281.892,NA,263.070505151287,261.2
"Matthew Stafford",2013,"Det","QB",85,NA,"QB",223.123393592131,NA,298.4,301.552266666667,NA,262.337830129399,297.9
"Steven Jackson",2008,"Lar","RB",97,NA,"RB",240.55,NA,279,283,NA,261.775,204.1
"Marcus Mariota",2018,"Ten","QB",79,NA,"QB",232.895430968791,NA,256.6,272.18995,279.98,261.68846032293,NA
"Adrian Peterson",2013,"Min","RB",99,NA,"RB",225.60994175225,NA,287.4,297.383333333333,NA,261.496637542791,218.2
"Antonio Brown",2015,"Pit","LWR",97,NA,"WR",249.316474926689,NA,267.8,281.36568471231,258,259.999544855229,318.2
"Joseph Flacco",2015,"Bal","QB",89,NA,"QB",247.476821802967,NA,242.6,265.464586666667,264.58,259.173802823211,175.94
"David Johnson",2018,"Ari","RB",93,NA,"RB",198.247838974251,NA,311.2,289.879125,286.2,258.108987991417,NA
"Tony Romo",2013,"Dal","QB",88,NA,"QB",220.991542912572,NA,292.9,293.916533333333,NA,257.454038122952,270.92
"Ryan Tannehill",2016,"Mia","QB",79,NA,"QB",225.068813695715,NA,274.1,266.652333333333,279.4,257.040382343016,204.2
"Eli Manning",2013,"Nyg","QB",91,NA,"QB",247.412466949501,NA,263.1,266.488933333333,NA,256.950700141417,199.32
"Brian Westbrook",2008,"Phi","RB",97,NA,"RB",235.62,NA,275.2,277.2,NA,256.41,242.8
"Dak Prescott",2018,"Dal","QB",82,NA,"QB",224.097639130888,NA,256.8,269.772125,275.14,256.336588043629,NA
"Patrick Mahomes",2018,"Kan","QB",77,NA,"QB",230.095309894276,NA,261,269.7603,266.56,255.471869964759,NA
"Maurice Jones Drew",2010,"Jax","RB",96,NA,"RB",215.34404205583,NA,289.2,295.2,NA,255.272021027915,218.1
"Carson Palmer",2014,"Ari","QB",83,NA,"QB",238.640554450794,NA,236.7,257.846676923077,268.28,254.922410457957,108.54
"Carson Wentz",2017,"Phi","QB",79,NA,"QB",235.061421387981,NA,252.7,251.66275,277.86,254.86139046266,282.74
"Philip Rivers",2010,"Sdg","QB",94,NA,"QB",271.572408359499,NA,232.1,238.1,NA,254.83620417975,298.6
"Matthew Forte",2014,"Chi","RB",95,NA,"RB",209.343018400329,NA,263.5,277.680593240093,276.4,254.474537213474,291.6
"Marcus Mariota",2016,"Ten","QB",79,NA,"QB",227.012087341709,NA,263.4,263.372888888889,272.7,254.361658743533,272.94
"Ryan Fitzpatrick",2016,"Nyj","QB",79,NA,"QB",211.721315366588,NA,273.5,273.455111111111,277.54,254.2388088259,152.4
"Colin Kaepernick",2013,"Sfo","QB",89,NA,"QB",192.871129110476,NA,313.4,315.4636,NA,254.167364555238,278.28
"Ryan Tannehill",2014,"Mia","QB",84,NA,"QB",235.780399849499,NA,248.9,261.020446153846,264.12,253.640282001115,293
"Alexander Smith",2018,"Was","QB",84,NA,"QB",202.439425099794,NA,262.3,277.1175,279.54,253.032308366598,NA
"Tyrod Taylor",2016,"Buf","QB",82,NA,"QB",208.151465897713,NA,301.5,276.130066666667,274.56,252.94717752146,274.92
"Matthew Ryan",2016,"Atl","QB",84,NA,"QB",225.058025158124,NA,254.2,262.385111111111,271.36,252.934378756412,354.46
"Eli Manning",2011,"Nyg","QB",87,NA,"QB",247.576630391318,NA,255.8,255.82,NA,251.698315195659,304.82
"Peyton Manning",2008,"Ind","QB",99,NA,"QB",230.724,NA,267.4,271.44,NA,251.082,264.18
"Julio Jones",2016,"Atl","LWR",96,NA,"WR",238.121600902655,NA,278.9,276.874376984127,271.8,251.039192929812,218.4
"Ray Rice",2010,"Bal","RB",90,NA,"RB",218.785481690095,NA,277.2,283.2,NA,250.992740845047,245.1
"Adrian Peterson",2011,"Min","RB",97,NA,"RB",225.040793142262,NA,268.7,276.7,NA,250.870396571131,197.9
"Sam Bradford",2015,"Phi","QB",79,NA,"QB",227.447273657565,NA,223.6,256.907373333333,267.3,250.551548996966,210.9
"Teddy Bridgewater",2015,"Min","QB",82,NA,"QB",230.247872672218,NA,250.6,264.022813333333,257.32,250.530228668517,211.44
"Eli Manning",2017,"Nyg","QB",80,NA,"QB",228.65177390609,NA,259.1,249.624285714286,272.5,250.258686540125,210.32
"Tony Romo",2012,"Dal","QB",90,NA,"QB",213.095107272147,NA,273.2,286.1845,NA,249.639803636073,300.42
"Calvin Johnson",2012,"Det","RWR",99,NA,"WR",240.524083735915,NA,257.9,265.533333333334,NA,248.860500268388,281.4
"Colin Kaepernick",2015,"Sfo","QB",81,NA,"QB",192.766694475176,NA,275.7,273.854163636364,279.86,248.826952703847,113.2
"Adrian Peterson",2014,"Min","RB",98,NA,"RB",217.739105026159,NA,258.7,265.552017760018,262.3,248.530374262059,10.3
"Benjamin Roethlisberger",2012,"Pit","QB",95,NA,"QB",222.014574431925,NA,257.2,274.915,NA,248.464787215962,233.8
"Arian Foster",2013,"Hou","RB",95,NA,"RB",221.408303343568,NA,238.4,274.976,NA,248.192151671784,95.5
"Jameis Winston",2015,"Tam","QB",81,NA,"QB",256.803288652851,NA,229,242.9765,244.08,247.953262884284,289.98
"Joseph Flacco",2013,"Bal","QB",93,NA,"QB",260.328241874054,NA,225,235.168666666667,NA,247.74845427036,229.58
"Antonio Brown",2018,"Pit","LWR",99,NA,"WR",239.877284478264,NA,247.1,263.444064285715,269,247.732877747414,NA
"Derek Carr",2018,"Oak","QB",83,NA,"QB",238.226801650781,NA,242.3,251.0208,253.82,247.68920055026,NA
"Carson Palmer",2017,"Ari","QB",83,NA,"QB",218.213802345235,NA,252.1,259.57675,265.04,247.610184115078,109.32
"Jay Cutler",2015,"Chi","QB",79,NA,"QB",211.330460200393,NA,254.7,263.98206,266.56,247.290840066798,245.46
"Tony Romo",2010,"Dal","QB",90,NA,"QB",218.368553822382,NA,267.5,275.46,NA,246.914276911191,105
"Odell Beckham",2015,"Nyg","RWR",94,NA,"WR",243.609869072844,NA,271.7,252.721782152643,238.3,246.647173432777,271.3
"Blake Bortles",2018,"Jax","QB",80,NA,"QB",214.507448667662,NA,261,262.3593,262.98,246.615582889221,NA
"Calvin Johnson",2014,"Det","RWR",99,NA,"WR",231.613328405285,NA,266.2,274.416309468309,274.4,245.880988759626,191.2
"Alexander Smith",2014,"Kan","QB",89,NA,"QB",223.795555956805,NA,264.1,258.768805128205,254.18,245.581453695003,228
"Joseph Flacco",2016,"Bal","QB",81,NA,"QB",216.578557651208,NA,237.8,256.041111111111,263.56,245.393222920773,253.48
"Robert Griffin",2012,"Was","QB",83,NA,"QB",215.642583509768,NA,251.7,274.538,NA,245.090291754884,322.5
"Tom Brady",2016,"Nwe","QB",94,NA,"QB",242.865921753143,NA,248.6,243.433555555555,248.74,245.013159102899,258.56
"Odell Beckham",2016,"Nyg","LWR",93,NA,"WR",233.573367796113,NA,255,266.88146031746,266.3,244.676065303229,246.1
"Tony Romo",2008,"Dal","QB",94,NA,"QB",224.825,NA,256.5,264.5,NA,244.6625,226.02
"Philip Rivers",2009,"Sdg","QB",89,NA,"QB",234.602245665579,NA,248.2,254.18,NA,244.391122832789,284.16
"Lesean Mccoy",2012,"Phi","RB",95,NA,"RB",203.585843708931,NA,286.4,285.175,NA,244.380421854465,172.3
"Benjamin Roethlisberger",2013,"Pit","QB",92,NA,"QB",241.929280757553,NA,224.4,244.307066666667,NA,243.11817371211,282.34
"Joseph Flacco",2014,"Bal","QB",86,NA,"QB",233.683557815769,NA,239,242.367851282051,252.88,242.97713636594,274.44
"Saquon Barkley",2018,"Nyg","RB",82,NA,"RB",243.187352053111,NA,220.9,244.938,240.2,242.775117351037,NA
"Joshua Freeman",2011,"Tam","QB",87,NA,"QB",226.051736502506,NA,259.4,259.36,NA,242.705868251253,229.48
"Matthew Ryan",2011,"Atl","QB",90,NA,"QB",242.239377108556,NA,236.8,242.8,NA,242.519688554278,291.48
"Joseph Flacco",2011,"Bal","QB",88,NA,"QB",234.594707050109,NA,249.5,249.48,NA,242.037353525055,226.9
"Matthew Schaub",2011,"Hou","QB",88,NA,"QB",222.55060386064,NA,261.1,261.12,NA,241.83530193032,166.06
"Ryan Mathews",2010,"Sdg","RB",77,NA,"RB",246.918132998563,NA,231.8,235.8,NA,241.359066499281,129.3
"Alexander Smith",2016,"Kan","QB",82,NA,"QB",195.578544202129,NA,264.4,261.891111111111,266.5,241.323218437747,234.28
"Joseph Flacco",2012,"Bal","QB",88,NA,"QB",239.47831310424,NA,240.6,242.7105,NA,241.09440655212,248.88
"Andy Dalton",2018,"Cin","QB",77,NA,"QB",212.840697092557,NA,249.7,249.824225,259.92,240.861640697519,NA
"Tyrod Taylor",2017,"Buf","QB",82,NA,"QB",191.532129570603,NA,273.9,266.46975,264.42,240.807293190201,230.66
"Michael Vick",2012,"Phi","QB",89,NA,"QB",180.180338050942,NA,312.7,301.1455,NA,240.662919025471,165.68
"Randy Moss",2008,"Nwe","RWR",99,NA,"WR",227.29,NA,265.4,267.4,NA,240.66,197.3
"Jay Cutler",2010,"Chi","QB",83,NA,"QB",220.006568173404,NA,254.9,260.86,NA,240.433284086702,234.16
"Drew Brees",2008,"Nor","QB",94,NA,"QB",220.915,NA,251.9,259.9,NA,240.4075,321.66
"Andy Dalton",2015,"Cin","QB",80,NA,"QB",216.680515535678,NA,244.7,247.726306666667,256.44,240.282274067448,255.2
"Andy Dalton",2013,"Cin","QB",84,NA,"QB",223.501131938454,NA,239.4,256.526533333333,NA,240.013832635894,314.02
"Jay Cutler",2011,"Chi","QB",85,NA,"QB",232.726593384399,NA,247.2,247.18,NA,239.9532966922,147.26
"Antonio Brown",2017,"Pit","LWR",97,NA,"WR",229.334311501213,NA,257.9,260.960497302717,258.7,239.876373435047,257.8
"Case Keenum",2018,"Den","QB",81,NA,"QB",215.155716233163,NA,249.2,245.077775,259.24,239.824497077721,NA
"Chris Johnson",2011,"Ten",NA,94.4849538950545,"RES","RB",220.235,NA,253.1,259.1,NA,239.6675,197
"Jay Cutler",2016,"Chi","QB",80,NA,"QB",208.401819773932,NA,244.7,247.38,260.88,238.887273257977,55.76
"Tony Romo",2009,"Dal","QB",87,NA,"QB",226.320563554207,NA,241.2,249.2,NA,237.760281777103,288.82
"Carson Palmer",2015,"Ari","QB",83,NA,"QB",205.41188266763,NA,229.9,256.586826666667,251.12,237.706236444766,324.24
"Joshua Freeman",2013,"Tam","QB",82,NA,"QB",218.43078558613,NA,253.4,256.1872,NA,237.308992793065,36.44
"Trent Richardson",2012,"Cle","RB",83,NA,"RB",256.437088967185,NA,205.9,218.1,NA,237.268544483593,229.2
"Jamaal Charles",2015,"Kan","RB",94,NA,"RB",205.028019063582,NA,252.7,260.693924242425,245.2,236.973981102002,90.6
"Eli Manning",2010,"Nyg","QB",89,NA,"QB",227.603431086601,NA,233.8,245.8,NA,236.7017155433,262.08
"Tony Romo",2011,"Dal","QB",88,NA,"QB",195.943353563832,NA,276,276,NA,235.971676781916,291.96
"Mitchell Trubisky",2018,"Chi","QB",74,NA,"QB",205.243874235427,NA,241.3,241.61825,258.8,235.220708078476,NA
"Matthew Schaub",2010,"Hou","QB",89,NA,"QB",205.168856926903,NA,261.2,265.2,NA,235.184428463451,261.6
"Alexander Smith",2015,"Kan","QB",84,NA,"QB",202.275064590882,NA,246,247.086086666667,255.56,234.97371708585,274.24
"Jamaal Charles",2013,"Kan","RB",94,NA,"RB",203.761393703007,NA,248.2,265.906666666667,NA,234.834030184837,343
"Marion Barber",2008,"Dal","RB",93,NA,"RB",215.73,NA,249.8,253.8,NA,234.765,204.2
"Ladainian Tomlinson",2009,"Sdg","RB",94,NA,"RB",194.314685742803,NA,272.1,274.1,NA,234.207342871402,166.4
"Alvin Kamara",2018,"Nor","RB",88,NA,"RB",181.305749264732,NA,257.3,262.083053571429,257.6,233.66293427872,NA
"Brett Favre",2010,"Min","QB",92,NA,"QB",240.44754815673,NA,220.8,226.84,NA,233.643774078365,120.16
"Demaryius Thomas",2015,"Den","LWR",93,NA,"WR",220.566918617006,NA,257.9,259.749348484849,263.4,233.627728572953,214.9
"Andre Johnson",2010,"Hou","LWR",98,NA,"WR",217.982282757078,NA,258.5,262.5,NA,232.821521838052,213.6
"Andre Johnson",2008,"Hou","LWR",96,NA,"WR",219.725,NA,254.5,258.5,NA,232.65,261
