"Player","Season","PosFFA","Team","fantPts_agg","fantPts_est","fantPts_FFA","fantPts_FDATA","fantPts"
"Jabar Gaffney",2008,"WR","Nwe",85.1,NA,85.1,NA,77.8
"Kam Chancellor",2012,"SS","Sea",85.0964069270802,85.0964069270802,NA,NA,99
"Cole Beasley",2015,"WR","Dal",85.0900796853751,70.1084149263058,100.071744444444,96.8,110.9
"Tashaun Gipson",2014,"DB","Cle",85.0885451595215,85.0885451595215,NA,NA,79.5
"Robbie Gould",2013,"K","Chi",85.0612408990229,85.0612408990229,NA,NA,94
"Kendall Hunter",2013,"RB","Sfo",85.0322163175976,96.6990993018619,73.3653333333334,NA,64.8
"Michael Griffin",2009,"FS","Ten",85.0317845251443,85.0317845251443,NA,NA,95.5166666666667
"Takeo Spikes",2009,"LB","Sfo",85.0158206826701,85.0158206826701,NA,NA,82.5
"Terrell Suggs",2011,"LB","Bal",85.0097234612137,85.0097234612137,NA,NA,136.5
"Cedric Griffin",2009,"RCB","Min",85.0055828327662,85.0055828327662,NA,NA,101.5
"Ten",2017,"DST","Ten",85,127.15247200788,85,85,111
"Atl",2016,"DST","Atl",85,128.848225870896,85,85,110
"Sean Davis",2017,"DB","Pit",84.9883214848956,74.0516429697913,95.925,NA,108.25
"Jamaal Charles",2009,"RB","Kan",84.9640532727533,88.0281065455066,81.9,NA,249.533333333333
"Alexander Henery",2012,"K","Phi",84.9599984570713,84.9599984570713,NA,NA,77
"Kenneth Dixon",2018,"RB","Bal",84.9493359028639,87.5922021530361,81.0558055555556,86.2,NA
"Eric Berry",2016,"DB","Kan",84.9278411791921,74.3140156917176,95.5416666666667,NA,107
"Seth Roberts",2016,"WR","Oak",84.8731574863681,83.9788506870218,85.7674642857143,74,89.7
"Joseph Haden",2015,"DB","Cle",84.8173205380569,82.4713077427804,87.1633333333333,NA,23
"Emmanuel Sanders",2011,"WR","Pit",84.7452861940006,89.3905723880012,80.1,NA,59.7333333333333
"Quintin Mikell",2012,"SS","Lar",84.7449631821396,84.7449631821396,NA,NA,114.5
"Brandon Flowers",2011,"LCB","Kan",84.7360007244203,84.7360007244203,NA,NA,86
"Marquise Goodwin",2017,"WR","Sfo",84.7317903182167,74.6819139697667,94.7816666666667,99.9,148.6
"Tredavious White",2018,"DB","Buf",84.7158151393925,84.9568802787849,84.47475,NA,NA
"Kerry Rhodes",2011,"FS","Ari",84.7143984061197,84.7143984061197,NA,NA,42
"Daryl Smith",2010,"LB","Jax",84.697351695066,84.697351695066,NA,NA,109
"Deangelo Hall",2012,"LCB","Was",84.6585703283487,84.6585703283487,NA,NA,117.433333333333
"Kenny Vaccaro",2015,"DB","Nor",84.6399765748965,77.3532864831263,91.9266666666667,NA,106.5
"Jonathan Bostic",2018,"LB","Pit",84.6196300741838,81.5232601483676,87.716,NA,NA
"Ladarius Green",2015,"TE","Sdg",84.6047811786036,81.564129023874,87.6454333333333,81.9,87.4
"Early Doucet",2010,"WR","Ari",84.578848924562,74.0576978491239,95.1,NA,50.6
"Shaun Suisham",2013,"K","Pit",84.5754588736559,84.5754588736559,NA,NA,107.8
"Dexter Mccluster",2010,"WR","Kan",84.5277411118061,78.7554822236121,90.3,NA,72.8
"Matthew Hasselbeck",2012,"QB","Ten",84.5213850927172,111.535270185434,57.5075,NA,76.48
"Coby Fleener",2014,"TE","Ind",84.5156402041076,77.2743957928306,91.7568846153846,91.8,153.4
"Tanard Jackson",2010,"FS","Tam",84.5016720406288,84.5016720406288,NA,NA,10
"Derek Anderson",2009,"QB","Cle",84.4893292528847,137.238658505769,31.74,NA,37.32
"Garrett Hartley",2013,"K","Nor",84.4871348690437,84.4871348690437,NA,NA,78
"Joshua Brown",2014,"K","Nyg",84.4776965194358,83.2873349065278,85.6680581323439,NA,94
"Jabrill Peppers",2018,"DB","Cle",84.4565,NA,84.4565,NA,NA
"Jason Avant",2011,"WR","Phi",84.4458586804577,82.2917173609155,86.6,NA,100.4
"Timothy Hightower",2016,"RB","Nor",84.4037184086837,95.7444885593845,80.2666666666667,77.2,117.833333333333
"Davone Bess",2010,"WR","Mia",84.3954340644471,98.7908681288943,70,NA,164.166666666667
"Calvin Pryor",2016,"DB","Nyj",84.389206026211,72.3700787190887,96.4083333333333,NA,65.5
"Bart Scott",2012,"LB","Nyj",84.3800421075158,84.3800421075158,NA,NA,67.5
"Roy Helu",2011,"RB","Was",84.3652244772927,115.530448954585,53.2,NA,142.4
"Sebastian Janikowski",2015,"K","Oak",84.3546602660795,86.0298824023161,82.6794381298429,NA,77.5
"Dj Swearinger",2018,"DB","Was",84.348396852406,74.1775437048119,94.51925,NA,NA
"Ryan Kerrigan",2013,"LOLB","Was",84.3410159953045,84.3410159953045,NA,NA,102.25
"Bo Scaife",2010,"TE","Ten",84.3350403436374,81.4700806872748,87.2,NA,70.8
"Tj Ward",2017,"DB","Tam",84.3083333333333,NA,84.3083333333333,NA,41.5
"Ryan Succop",2018,"K","Ten",84.2913236389904,79.5472689842378,89.0353782937431,NA,NA
"Ronnie Hillman",2014,"RB","Den",84.2679009439019,75.926536165039,88.0771666666667,88.8,91.8
"Harrison Smith",2014,"DB","Min",84.2398105819581,84.2398105819581,NA,NA,129.25
"Michael Adams",2015,"DB","Ind",84.2149999947022,72.5399999894044,95.89,NA,105.75
"Justin Tuck",2009,"DE","Nyg",84.2096822729659,84.2096822729659,NA,NA,94.5
"Michael Crabtree",2009,"WR","Sfo",84.2,NA,84.2,NA,99.5
"Michael Boley",2010,"LB","Nyg",84.1996168584942,84.1996168584942,NA,NA,86
"Ed Dickson",2013,"TE","Bal",84.191355283608,71.6620439005494,96.7206666666667,NA,49.3
"Adam Vinatieri",2013,"K","Ind",84.1821410406172,84.1821410406172,NA,NA,108.5
"Marcedes Lewis",2014,"TE","Jax",84.1761903339622,74.4999319499757,93.8524487179487,91.5,41.6
"Brandon Jackson",2009,"RB","Gnb",84.1566904725472,92.5133809450943,75.8,NA,61.5
"Troy Polamalu",2009,"SS","Pit",84.1558365401903,84.1558365401903,NA,NA,37.75
"Marcel Reece",2013,"RB","Oak",84.1553333333334,NA,84.1553333333334,NA,96.78
"Devin Mccourty",2014,"DB","Nwe",84.1166913393171,84.1166913393171,NA,NA,73.9
"David Akers",2011,"K","Sfo",84.0945224121586,84.0945224121586,NA,NA,121.56
"Melvin Ingram",2018,"DL","Sdg",84.078962032009,72.5754240640181,95.5825,NA,NA
"Aaron Colvin",2015,"DB","Jax",84.0678931140946,65.4457862281893,102.69,NA,86
"Trent Cole",2009,"DE","Phi",84.0620300192477,84.0620300192477,NA,NA,96.75
"Nick Novak",2016,"K","Hou",84.0563419223687,86.8646042816757,81.2480795630617,NA,85.5
"Kj Wright",2013,"LB","Sea",84.0522860450277,84.0522860450277,NA,NA,76.75
"Bernard Pollard",2013,"SS","Ten",84.0517385473882,84.0517385473882,NA,NA,116.5
"Kelvin Sheppard",2012,"MLB","Buf",84.050758351197,84.050758351197,NA,NA,74.5
"Paris Lenon",2010,"LB","Ari",84.0335337235835,84.0335337235835,NA,NA,138
"Javon Ringer",2011,"RB","Ten",84.0329327572677,109.065865514535,59,NA,56.2
"Erin Henderson",2013,"MLB","Min",84.0225247545791,84.0225247545791,NA,NA,123.5
"Steven Hauschka",2017,"K","Buf",84.0217247844112,86.5412606603372,81.5021889084853,NA,98.5
"Patrick Chung",2011,"S","Nwe",84.0117949432215,84.0117949432215,NA,NA,57.75
"Sfo",2017,"DST","Sfo",84,106.902460882485,84,84,79
"Takeo Spikes",2010,"LB","Sfo",83.9943342142229,83.9943342142229,NA,NA,116.25
"Chad Henne",2013,"QB","Jax",83.9716576362231,94.4873152724463,73.456,NA,160.84
"Eric Weddle",2010,"FS","Sdg",83.9668570178657,83.9668570178657,NA,NA,111.75
"Timothy Wright",2014,"TE","Nwe",83.9370791097667,100.935622865998,66.9385353535353,NA,74.7
"Clint Session",2010,"LB","Ind",83.9350579425414,83.9350579425414,NA,NA,37.5
"Donald Butler",2015,"LB","Sdg",83.9311053960476,91.9172107920951,75.945,NA,41.75
"Chris Hogan",2016,"WR","Nwe",83.9290381257792,66.1443088476425,101.713767403916,100.3,111.9
"Deandre Levy",2013,"LB","Det",83.9279640037126,83.9279640037126,NA,NA,146
"Steven Hauschka",2013,"K","Sea",83.9130288390645,83.9130288390645,NA,NA,111.5
"Mario Williams",2015,"DL","Buf",83.878111424253,67.8812228485061,99.875,NA,31.5
"Charles Tillman",2014,"DB","Chi",83.7899062289546,83.7899062289546,NA,NA,8.5
"Kyle Van Noy",2018,"LB","Nwe",83.7781421254265,65.2302842508529,102.326,NA,NA
"Larry Foote",2013,"LILB","Pit",83.7733311596834,83.7733311596834,NA,NA,6.5
"Jonathan Beck",2011,"QB","Was",83.7629585106306,96.0059170212611,71.52,NA,50.62
"Justin Durant",2015,"LB","Atl",83.7601765215136,68.2553530430271,99.265,NA,76
"Olindo Mare",2009,"K","Sea",83.7449091240591,83.7449091240591,NA,NA,73
"Brandon Mcmanus",2017,"K","Den",83.7338567970628,80.0422519339266,87.425461660199,NA,71
"Jared Cook",2016,"TE","Gnb",83.7310571883631,63.6528088211707,103.809305555556,93.5,57.7
"Hunter Henry",2018,"TE","Sdg",83.7190038279399,124.104674322547,43.3333333333333,NA,NA
"Michael Gesicki",2018,"TE","Mia",83.68784320725,81.057509819141,86.3181765953589,72.9,NA
"Dan Carpenter",2013,"K","Buf",83.6846912135046,83.6846912135046,NA,NA,99.5
"Budda Baker",2018,"DB","Ari",83.6830923412995,78.8774346825991,88.48875,NA,NA
"Lance Briggs",2014,"LB","Chi",83.654777390628,83.654777390628,NA,NA,40.25
"Julian Peterson",2009,"LB","Det",83.6437638365083,83.6437638365083,NA,NA,95.75
"Nate Washington",2009,"WR","Ten",83.6213444186102,72.0426888372204,95.2,NA,118.9
"Michael Bush",2013,"RB","Chi",83.5848058856602,82.9022784379871,84.2673333333333,NA,50.5
"Antrel Rolle",2009,"FS","Ari",83.5197931210407,83.5197931210407,NA,NA,96.9833333333333
"Dennis Northcutt",2008,"WR","Jax",83.5,NA,83.5,NA,87.8666666666667
"Kenny Vaccaro",2014,"DB","Nor",83.475633488753,83.475633488753,NA,NA,76
"Leroy Hill",2009,"LB","Sea",83.416572772731,83.416572772731,NA,NA,46
"Michael Griffin",2013,"FS","Ten",83.4130731485522,83.4130731485522,NA,NA,92.25
"Lardarius Webb",2012,"LCB","Bal",83.383895914979,83.383895914979,NA,NA,36.55
"Isaac Redman",2013,"RB","Pit",83.3828748142393,91.7704162951452,74.9953333333333,NA,3.6
"Charles Woodson",2009,"LCB","Gnb",83.3763596263272,83.3763596263272,NA,NA,159.75
"Dexter Mccluster",2013,"RB","Kan",83.3736121618443,77.8472243236886,88.9,NA,126.066666666667
"Leon Hall",2010,"RCB","Cin",83.3679824643185,83.3679824643185,NA,NA,68.9666666666667
"Philip Wheeler",2014,"LB","Mia",83.365882230539,83.365882230539,NA,NA,40.5
"Todd Davis",2018,"LB","Den",83.3412631661024,76.8107763322047,89.87175,NA,NA
"Todd Davis",2017,"LB","Den",83.289786206219,81.2129057457714,85.3666666666667,NA,70.5
"Maurice Morris",2009,"RB","Det",83.2873885998811,79.9747771997623,86.6,NA,83.9
"Chris Carson",2018,"RB","Sea",83.2841150621368,107.17997018641,76.372375,66.3,NA
"Markus Golden",2017,"LB","Ari",83.2720325261327,77.7857317189321,88.7583333333333,NA,12
"Zach Miller",2012,"TE","Sea",83.2619400864606,83.2619400864606,NA,NA,75.6
"Yeremiah Bell",2009,"SS","Mia",83.256707762718,83.256707762718,NA,NA,124.5
"Glover Quin",2015,"DB","Det",83.2195937414206,77.2883541495078,89.1508333333333,NA,88
"Aaron Donald",2018,"DL","Lar",83.2043823955861,67.4200147911721,98.98875,NA,NA
"Nick Folk",2015,"K","Nyj",83.192672684295,87.8576797765182,83.192672684295,NA,44.5
"Robert Quinn",2016,"DL","Lar",83.1350208887945,71.5533751109223,94.7166666666667,NA,26
"Michael Tolbert",2014,"RB","Car",83.1157948717949,NA,78.8315897435898,87.4,24.1666666666667
"Antoine Bethea",2013,"SS","Ind",83.1047800581212,83.1047800581212,NA,NA,114
"Zach Stacy",2013,"RB","Lar",83.1041231997097,103.086913066086,63.1213333333333,NA,170.4
"Roy Williams",2011,"WR","Chi",83.0803066606931,83.0803066606931,NA,NA,83.2
"Donald Jones",2011,"WR","Buf",83.0707383307479,77.3414766614959,88.8,NA,41.8
"Dustin Hopkins",2018,"K","Was",83.0623848203766,84.8609460505633,81.26382359019,NA,NA
"Pisa Tinoisamoa",2009,"LB","Chi",83.0144315556567,83.0144315556567,NA,NA,8
"Jelani Jenkins",2016,"LB","Mia",83.0120783248248,72.9991566496496,93.025,NA,24.5
"Ryan Kerrigan",2018,"LB","Was",83.009135690878,70.400771381756,95.6175,NA,NA
"Zay Jones",2018,"WR","Buf",83.0007890526754,77.0923045431069,88.9092735622439,89.1,NA
"Mia",2018,"DST","Mia",83,122.212431405561,83,83,NA
"Buf",2018,"DST","Buf",83,125.636563620299,83,83,NA
"Ten",2018,"DST","Ten",83,127.971199221257,83,83,NA
"Oak",2015,"DST","Oak",83,117.305377047542,83,83,113
"Jax",2014,"DST","Jax",83,118.259169853174,83,83,111
"Lar",2018,"DB","Jax",82.9956695643055,79.0315891286111,86.95975,NA,NA
"Antoine Winfield",2011,"LCB","Min",82.9930961358988,82.9930961358988,NA,NA,50.75
"Shaun Phillips",2009,"LB","Sdg",82.9759980055622,82.9759980055622,NA,NA,100
"Willis Mcgahee",2013,"RB","Cle",82.9666666666666,NA,82.9666666666666,NA,53.7
"Dawan Landry",2012,"SS","Jax",82.8968239333158,82.8968239333158,NA,NA,95.25
"James Jones",2010,"WR","Gnb",82.8938932103157,77.9877864206314,87.8,NA,119.9
"Olivier Vernon",2017,"DL","Nyg",82.8908195366813,69.2733057400293,96.5083333333333,NA,58.75
"Stephen Gostkowski",2010,"K","Nwe",82.8823492908406,82.8823492908406,NA,NA,43.5
"Steven Hauschka",2018,"K","Buf",82.8800606490535,84.4656672039716,81.2944540941353,NA,NA
"Alexander Green",2012,"RB","Gnb",82.873660648898,99.272321297796,66.475,NA,66.9
"Adrian Wilson",2009,"SS","Ari",82.8662501228664,82.8662501228664,NA,NA,114.75
"Paxton Lynch",2016,"QB","Den",82.8158964993495,52.7109394980486,95.59675,100.14,28.38
"Dawan Landry",2010,"SS","Bal",82.8004803664979,82.8004803664979,NA,NA,115
"Nick Barnett",2011,"LB","Buf",82.7893278440204,82.7893278440204,NA,NA,142.25
"Byron Jones",2018,"DB","Dal",82.7491625328398,75.3108250656796,90.1875,NA,NA
"Chris Givens",2014,"","Lar",82.7444066157329,82.3888132314658,83.1,83.1,32.1666666666667
"Russell Allen",2013,"LB","Jax",82.7415674047054,82.7415674047054,NA,NA,64.5
"Jason Pierre Paul",2017,"DL","Nyg",82.7317836074821,70.6052338816308,94.8583333333333,NA,90
"Dan Carpenter",2012,"K","Mia",82.7288037616382,82.7288037616382,NA,NA,72.5
"Jason Myers",2017,"K","Jax",82.7281989880767,80.0471286288188,82.7281989880767,NA,33
"Matthew Prater",2009,"K","Den",82.7182659097086,82.7182659097086,NA,NA,87.5
"Troy Polamalu",2012,"SS","Pit",82.6697003907158,82.6697003907158,NA,NA,39.25
"Reshad Jones",2013,"S","Mia",82.6620808112996,82.6620808112996,NA,NA,113
"Chris Hope",2009,"SS","Ten",82.6430850020358,82.6430850020358,NA,NA,98.75
"Khiry Robinson",2014,"RB","Nor",82.6190780122053,63.3283386542206,83.9288953823954,100.6,63.4333333333333
"Dexter Mccluster",2015,"RB","Ten",82.6177401453154,95.0935121026127,99.8597083333334,52.9,91.9333333333333
"Deandre Washington",2016,"RB","Oak",82.6105691192949,76.8781938935471,83.5535134643377,87.4,80.3666666666667
"Leonard Hankerson",2012,"WR","Was",82.5930910452405,68.9711820904809,96.215,NA,91.8
"Bashaud Breeland",2017,"DB","Was",82.5722450932562,82.5361568531791,82.6083333333333,NA,69.6833333333333
"Chris Conte",2016,"DB","Tam",82.5721484016743,75.977630136682,89.1666666666667,NA,83
"Will Moore",2013,"S","Atl",82.5366952293951,82.5366952293951,NA,NA,113.25
"Alexander Henery",2013,"K","Phi",82.5226157977087,82.5226157977087,NA,NA,88
"Leon Hall",2009,"RCB","Cin",82.5225917679328,82.5225917679328,NA,NA,106.733333333333
"Charles Tillman",2011,"RCB","Chi",82.5216974090935,82.5216974090935,NA,NA,142.25
"Earl Thomas",2013,"FS","Sea",82.4820285993213,82.4820285993213,NA,NA,120.75
"Michael Williams",2018,"WR","Sdg",82.4782984957105,62.7148283858198,102.241768605601,84.1,NA
"Keith Bulluck",2009,"LB","Ten",82.4748711304201,82.4748711304201,NA,NA,114.25
"Chandler Catanzaro",2018,"K","Tam",82.4356887396685,81.6761279151673,83.1952495641697,NA,NA
"Clay Matthews",2012,"ROLB","Gnb",82.4314863295417,82.4314863295417,NA,NA,79
"Matthew Prater",2013,"K","Den",82.412524442528,82.412524442528,NA,NA,130.5
"Brian Cushing",2015,"LB","Hou",82.4117355751536,88.3301378169739,76.4933333333333,NA,95
"Jason Snelling",2010,"RB","Atl",82.3804506699876,86.1609013399751,78.6,NA,116.7
"Chris Hope",2011,"SS","Ten",82.3782029408379,82.3782029408379,NA,NA,32.25
"Joshua Lambo",2016,"K","Sdg",82.3632953847257,81.9797496709784,82.746841098473,NA,85
"Donte Whitner",2013,"SS","Sfo",82.3600750539655,82.3600750539655,NA,NA,90
"Kai Forbath",2017,"K","Min",82.3220117331925,78.7662790585886,85.8777444077965,NA,94.5
"Trey Flowers",2018,"DL","Nwe",82.2853936840051,68.6020373680102,95.96875,NA,NA
"James Anderson",2013,"LB","Chi",82.2218076065853,82.2218076065853,NA,NA,116
"Stephen Gostkowski",2011,"K","Nwe",82.218686846298,82.218686846298,NA,NA,112.5
"Aaron Donald",2017,"DL","Lar",82.2083333333333,NA,82.2083333333333,NA,88.5
"Danieal Manning",2010,"SS","Chi",82.1950534810235,82.1950534810235,NA,NA,99.95
"Devon Kennard",2015,"LB","Nyg",82.1897418162688,72.9311502992044,91.4483333333333,NA,55.25
"Nick Novak",2013,"K","Sdg",82.182268013392,82.182268013392,NA,NA,113
"Tony Moeaki",2012,"TE","Kan",82.1504912702318,91.0759825404636,73.225,NA,70.8
"Fred Taylor",2009,"RB","Nwe",82.0963019479661,43.9926038959321,120.2,NA,52.6
"Larry Foote",2009,"MLB","Det",82.0788921183427,82.0788921183427,NA,NA,105.5
"Muhammad Wilkerson",2015,"DL","Nyj",82.0719248073137,72.5855162812941,91.5583333333333,NA,96
"Devery Henderson",2009,"WR","Nor",82.0607297897057,108.721459579411,55.4,NA,122.733333333333
"Antrel Rolle",2011,"FS","Nyg",82.0416149110341,82.0416149110341,NA,NA,103.633333333333
"Bradley Mcdougald",2016,"DB","Tam",82.0398133733664,73.3546267467327,90.7250000000001,NA,102.5
"Patrick Murray",2014,"K","Tam",82.029797979798,NA,82.029797979798,NA,74.5
"Glover Quin",2011,"SS","Hou",82.0292281483244,82.0292281483244,NA,NA,76.5
"Richard Marshall",2010,"RCB","Car",82.0118842970429,82.0118842970429,NA,NA,105.25
"Darian Stewart",2012,"","Lar",82.0086157263772,82.0086157263772,NA,NA,10
"Nyj",2018,"DST","Nyj",82,122.368073778958,82,82,NA
"Cin",2018,"DST","Cin",82,126.259133113888,82,82,NA
"Gnb",2018,"DST","Gnb",82,121.745504285369,82,82,NA
"Det",2017,"DST","Det",82,125.28324021169,82,82,157
"Ten",2016,"DST","Ten",82,121.100971764818,82,82,95
"Charles Godfrey",2011,"SS","Car",81.9836410888089,81.9836410888089,NA,NA,91.5
"Sebastian Janikowski",2016,"K","Oak",81.9814790883382,80.5760558173297,83.3869023593466,NA,92
"Ronnie Hillman",2015,"RB","Den",81.9788538150286,81.6659503339748,79.170611111111,85.1,147.4
"Tion Green",2017,"RB","Det",81.9611747799629,81.9611747799629,NA,NA,30.9
"Eric Barton",2010,"LB","Cle",81.9600703495898,81.9600703495898,NA,NA,63
"Martellus Bennett",2012,"TE","Nyg",81.9594938614661,63.7289877229321,100.19,NA,123.533333333333
"Clay Matthews",2013,"ROLB","Gnb",81.9360398923111,81.9360398923111,NA,NA,65.75
"Dashon Goldson",2012,"FS","Sfo",81.9336290304454,81.9336290304454,NA,NA,89.85
"Brandon Spikes",2012,"LB","Nwe",81.9302815479184,81.9302815479184,NA,NA,100.5
"Jameel Mcclain",2012,"MLB","Bal",81.902951659993,81.902951659993,NA,NA,75.5
"Will Witherspoon",2010,"LB","Ten",81.9009868932071,81.9009868932071,NA,NA,103.5
"Adrian Wilson",2011,"SS","Ari",81.8862141806976,81.8862141806976,NA,NA,78.25
"Caleb Sturgis",2018,"K","Sdg",81.8847495114971,NA,81.8847495114971,NA,NA
"Christian Kirk",2018,"WR","Ari",81.8823274327399,75.811780808121,87.9528740573588,74.5,NA
"Danieal Manning",2011,"FS","Hou",81.8726322545382,81.8726322545382,NA,NA,76.3666666666667
"Perry Riley",2012,"LB","Was",81.8693454338622,81.8693454338622,NA,NA,120.25
"Victor Cruz",2016,"WR","Nyg",81.8561768796805,89.9676394736468,73.7447142857143,76.6,84.1
"Matthew Prater",2014,"K","Det",81.8511904761905,NA,81.8511904761905,NA,61
"Jason Mccourty",2012,"CB","Ten",81.8224965954133,81.8224965954133,NA,NA,114.466666666667
"Keith Bulluck",2010,"LB","Nyg",81.8146753529927,81.8146753529927,NA,NA,36.5
"Michael Boley",2012,"LB","Nyg",81.8123375141233,81.8123375141233,NA,NA,101
"Anthony Hitchens",2015,"LB","Dal",81.7953807948808,87.4824282564283,76.1083333333333,NA,66
"Justin Houston",2013,"LOLB","Kan",81.7929624966381,81.7929624966381,NA,NA,81.5
"Glover Quin",2016,"DB","Det",81.7706241733913,71.9495816801159,91.5916666666667,NA,76.5
"Kevin Minter",2017,"LB","Cin",81.7681723553427,84.0196780440188,79.5166666666666,NA,24
"Will Witherspoon",2009,"LB","Lar/phi",81.7638157542938,81.7638157542938,NA,NA,108.25
"Glover Quin",2013,"SS","Det",81.7618605783101,81.7618605783101,NA,NA,77.75
"Jared Allen",2011,"DE","Min",81.7413627688489,81.7413627688489,NA,NA,141.25
"Justin Durant",2013,"LB","Dal",81.7360742239363,81.7360742239363,NA,NA,26.5
"Dan Amendola",2010,"WR","Lar",81.7,NA,81.7,NA,189.633333333333
"Adrian Wilson",2010,"SS","Ari",81.6738794396367,81.6738794396367,NA,NA,106
"Timothy Wright",2015,"TE","Det",81.6725094597644,81.6725094597644,NA,NA,26.2
"David Hawthorne",2013,"LB","Nor",81.6618574492468,81.6618574492468,NA,NA,93
"Phil Dawson",2017,"K","Ari",81.6586644264498,76.8382633897156,86.4790654631841,NA,82
"Antrel Rolle",2010,"FS","Nyg",81.6465661069973,81.6465661069973,NA,NA,100
"Everson Griffen",2015,"DL","Min",81.6465522834345,65.5181045668691,97.775,NA,75.25
"James Harrison",2012,"ROLB","Pit",81.6180030239849,81.6180030239849,NA,NA,86.5
"Vernon Hargreaves",2017,"DB","Tam",81.6098826028364,81.6098826028364,NA,NA,43
"Robbie Gould",2012,"K","Chi",81.5981598215632,81.5981598215632,NA,NA,73
"Dan Amendola",2015,"WR","Nwe",81.5825516412911,40.4954572508363,122.669646031746,92.7,132.773333333333
"Jacquizz Rodgers",2012,"RB","Atl",81.5736092429549,76.9805518192432,86.1666666666666,NA,134.633333333333
"Dan Connor",2012,"MLB","Dal",81.5590507233811,81.5590507233811,NA,NA,47.5
"Anthony Spencer",2013,"","Dal",81.5497216878238,81.5497216878238,NA,NA,2
"Joshua Wilson",2011,"RCB","Was",81.5465129240047,81.5465129240047,NA,NA,75
"Mewelde Moore",2009,"RB","Pit",81.5428444484259,84.9856888968517,78.1,NA,56.4066666666667
"Akin Ayodele",2009,"LB","Mia",81.5357901549642,81.5357901549642,NA,NA,74
"Bernard Pollard",2011,"SS","Bal",81.5328847808242,81.5328847808242,NA,NA,92.25
"Alvin Kamara",2017,"RB","Nor",81.5274319003433,74.618022211683,81.6642734893469,88.3,289.466666666667
"Tj Ward",2013,"SS","Cle",81.5171592229088,81.5171592229088,NA,NA,125.25
"Robert Turbin",2017,"RB","Ind",81.5131167294707,75.2660168550787,91.1733333333333,78.1,22.4
"Ramik Wilson",2017,"LB","Kan",81.5035871246005,85.0655075825343,77.9416666666667,NA,19
"Jason Pierre Paul",2018,"DL","Tam",81.4809724960429,67.9674449920858,94.9945,NA,NA
"Jason Hanson",2012,"K","Det",81.4597311718658,81.4597311718658,NA,NA,107
"Cameron Heyward",2018,"DL","Pit",81.4481289295246,66.7895078590492,96.10675,NA,NA
"Joshua Gordon",2012,"WR","Cle",81.4196517262813,81.0076367858958,81.8316666666667,NA,134.5
"Aqib Talib",2015,"DB","Den",81.409044812596,78.6564229585254,84.1616666666666,NA,75.75
"Devondre Campbell",2017,"LB","Atl",81.4029219340521,71.0141772014376,91.7916666666666,NA,88.5
"Brian Orakpo",2014,"LB","Was",81.3779142024828,81.3779142024828,NA,NA,21.75
"Tavon Wilson",2018,"DB","Det",81.3654217889346,66.4562602445358,96.2745833333333,NA,NA
"Richard Marshall",2012,"CB","Mia",81.3567039089409,81.3567039089409,NA,NA,23.25
"Cortland Finnegan",2010,"CB","Ten",81.3098965131644,81.3098965131644,NA,NA,117.5
"Cortland Finnegan",2009,"RCB","Ten",81.29294403222,81.29294403222,NA,NA,90.2166666666667
"Tashaun Gipson",2015,"DB","Cle",81.2843024250512,78.465271516769,84.1033333333334,NA,61.5
"Scott Chandler",2013,"TE","Buf",81.2752546983149,78.5311760632964,84.0193333333333,NA,104
"Dominique Rodgers Cromartie",2010,"LCB","Ari",81.2517530690446,81.2517530690446,NA,NA,77.75
"Antrel Rolle",2012,"FS","Nyg",81.2434389287862,81.2434389287862,NA,NA,103.5
"Jovan Belcher",2010,"LILB","Kan",81.2386862675507,81.2386862675507,NA,NA,77.5
"Alshon Jeffery",2012,"WR","Chi",81.2231993390142,72.5780653446951,89.8683333333333,NA,66.7
"Alterraun Verner",2013,"CB","Ten",81.2228010408592,81.2228010408592,NA,NA,93.6833333333333
"Brandon Mcmanus",2018,"K","Den",81.2044211170965,81.0154475572926,81.3933946769004,NA,NA
"Adam Vinatieri",2012,"K","Ind",81.1974453092813,81.1974453092813,NA,NA,87
"Donte Whitner",2012,"SS","Sfo",81.1950620376607,81.1950620376607,NA,NA,93.75
"Kamalei Correa",2017,"LB","Bal",81.1833333333334,56.8365227108093,81.1833333333334,NA,14
"Kyle Fuller",2015,"DB","Chi",81.1797196612443,80.2411059891553,82.1183333333333,NA,63
"Kai Forbath",2018,"K","Min",81.1772175089285,82.3152174116736,80.0392176061833,NA,NA
"Michael Lewis",2009,"SS","Sfo",81.1486763856151,81.1486763856151,NA,NA,94.75
"Adam Jones",2016,"DB","Cin",81.13115309566,72.0039728579865,90.2583333333334,NA,74.5833333333333
"Joshua Scobee",2014,"K","Jax",81.1011269600366,82.9892067820261,79.2130471380471,NA,63.5
"Anthony Fasano",2012,"TE","Mia",81.0928565353958,76.5440464041249,85.6416666666667,NA,86.7
"Malcolm Jenkins",2014,"DB","Phi",81.0767149059747,81.0767149059747,NA,NA,107.75
"Jabaal Sheard",2012,"DE","Cle",81.0707551233215,81.0707551233215,NA,NA,70.5
"Ryan Succop",2017,"K","Ten",81.0603953281152,74.9282245569161,87.1925660993142,NA,100
"Calais Campbell",2012,"DE","Ari",81.0439603114799,81.0439603114799,NA,NA,86.75
"James Starks",2011,"RB","Gnb",81.0428100893839,63.6856201787678,98.4,NA,96.9
"Phil Dawson",2016,"K","Sfo",81.0427896734057,85.2784302270527,76.8071491197587,NA,68
