"Player","Season","PosFFA","Team","fantPts_agg","fantPts_est","fantPts_FFA","fantPts_FDATA","fantPts"
"Cam Newton",2014,"QB","Car",272.500477770399,241.286258952222,287.235174358974,288.98,266.98
"Adrian Peterson",2010,"RB","Min",272.16007050568,243.620141011359,300.7,NA,275.9
"Drew Brees",2009,"QB","Nor",272.1,NA,272.1,NA,316.42
"Philip Rivers",2011,"QB","Sdg",271.527735611197,273.015471222394,270.04,NA,280.56
"Tony Romo",2015,"QB","Dal",271.290217933179,260.711829557114,275.798824242424,277.36,49.66
"Aaron Rodgers",2010,"QB","Gnb",271.183892387845,234.22778477569,308.14,NA,315.48
"Cam Newton",2013,"QB","Car",270.820681367744,222.832562735488,318.8088,NA,312.66
"Peyton Manning",2010,"QB","Ind",270.524421714094,267.688843428188,273.36,NA,304.8
"Blake Bortles",2016,"QB","Jax",270.455190754406,250.80590559655,276.299666666667,284.26,293.1
"Philip Rivers",2017,"QB","Sdg",270.448751775365,276.512541040382,253.813714285714,281.02,282.4
"Philip Rivers",2016,"QB","Sdg",270.343800595516,260.350268453215,272.221133333333,278.46,289.94
"Tony Romo",2014,"QB","Dal",270.331694314031,240.0190880703,280.895994871795,290.08,279.3
"Matthew Stafford",2016,"QB","Det",270.300154870117,278.284331277019,264.256133333333,268.36,291.78
